,Normal (kWh),Horário Económico (kWh),Autoconsumo (kWh),Data & Hora,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,clouds_all,weather_description
1501,0.0,0.0,0.317,2023-03-04 13:00:00,16.47,15.19,14.72,17.49,1020.0,39.0,0.47,0.0,sky is clear
1502,0.0,0.0,0.312,2023-03-04 14:00:00,17.11,15.79,13.43,18.12,1018.0,35.0,2.74,0.0,sky is clear
1503,0.379,0.0,0.368,2023-03-04 15:00:00,18.17,16.9,13.99,18.6,1018.0,33.0,2.74,0.0,sky is clear
1504,0.347,0.0,0.337,2023-03-04 16:00:00,17.6,16.25,13.72,18.12,1018.0,32.0,2.74,0.0,sky is clear
1505,0.413,0.0,0.065,2023-03-04 17:00:00,16.56,15.11,13.43,17.01,1019.0,32.0,2.34,61.0,broken clouds
1506,1.175,0.0,0.0,2023-03-04 18:00:00,13.97,12.83,11.72,14.71,1019.0,54.0,2.34,61.0,broken clouds
1507,0.698,0.0,0.0,2023-03-04 19:00:00,11.23,9.84,10.72,12.32,1019.0,55.0,2.34,61.0,broken clouds
1508,0.577,0.0,0.0,2023-03-04 20:00:00,9.69,9.69,8.72,11.77,1019.0,62.0,1.02,85.0,overcast clouds
1509,0.575,0.0,0.0,2023-03-04 21:00:00,9.74,9.74,8.72,11.21,1019.0,62.0,1.02,85.0,overcast clouds
1510,0.0,0.696,0.0,2023-03-04 22:00:00,10.08,8.76,8.68,10.66,1019.0,62.0,1.02,85.0,overcast clouds
1511,0.0,0.626,0.0,2023-03-04 23:00:00,9.27,8.58,7.57,10.1,1018.0,57.0,1.73,100.0,overcast clouds
1512,0.0,0.617,0.0,2023-03-05 00:00:00,9.31,8.63,6.45,10.1,1018.0,57.0,1.73,100.0,overcast clouds
1513,0.0,0.462,0.0,2023-03-05 01:00:00,10.14,8.72,9.45,10.15,1018.0,58.0,1.73,100.0,overcast clouds
1514,0.0,0.298,0.0,2023-03-05 02:00:00,10.13,8.74,8.9,10.15,1017.0,59.0,2.26,100.0,overcast clouds
1515,0.0,1.153,0.0,2023-03-05 03:00:00,10.66,9.3,9.45,10.7,1017.0,58.0,2.26,100.0,overcast clouds
1516,0.0,1.417,0.0,2023-03-05 04:00:00,9.59,8.51,9.45,9.72,1017.0,71.0,2.26,100.0,overcast clouds
1517,0.0,1.309,0.0,2023-03-05 05:00:00,9.06,7.38,9.04,10.01,1015.0,77.0,3.01,100.0,overcast clouds
1518,0.0,1.502,0.0,2023-03-05 06:00:00,9.33,7.7,9.04,9.72,1015.0,77.0,3.01,100.0,overcast clouds
1519,0.0,0.319,0.0,2023-03-05 07:00:00,9.59,8.01,8.34,9.72,1015.0,75.0,3.01,100.0,overcast clouds
1520,0.363,0.0,0.031,2023-03-05 08:00:00,8.5,6.31,7.79,8.99,1015.0,85.0,3.71,100.0,light rain
1521,0.219,0.0,0.116,2023-03-05 09:00:00,8.53,6.34,7.49,9.72,1015.0,89.0,3.71,100.0,light rain
1522,0.978,0.0,0.177,2023-03-05 10:00:00,9.15,7.1,9.04,10.72,1015.0,86.0,3.71,100.0,light rain
1523,1.773,0.0,0.178,2023-03-05 11:00:00,10.26,9.48,9.79,11.72,1014.0,82.0,1.86,98.0,overcast clouds
1524,1.795,0.0,0.12,2023-03-05 12:00:00,10.69,9.93,10.1,10.82,1014.0,81.0,1.86,98.0,overcast clouds
1525,0.507,0.0,0.087,2023-03-05 13:00:00,10.17,9.49,9.71,10.72,1014.0,86.0,1.86,98.0,overcast clouds
1526,0.29,0.0,0.064,2023-03-05 14:00:00,9.74,9.24,9.59,11.72,1012.0,91.0,1.61,99.0,light rain
1527,0.743,0.0,0.079,2023-03-05 15:00:00,9.64,9.13,9.59,10.66,1012.0,89.0,1.61,99.0,light rain
1528,0.351,0.0,0.073,2023-03-05 16:00:00,10.19,9.59,10.01,10.72,1012.0,89.0,1.61,99.0,light rain
1529,2.07,0.0,0.061,2023-03-05 17:00:00,10.18,9.58,9.71,10.72,1012.0,89.0,2.14,100.0,light rain
1530,1.661,0.0,0.001,2023-03-05 18:00:00,9.65,8.67,9.15,10.72,1012.0,91.0,2.14,100.0,light rain
1531,2.357,0.0,0.0,2023-03-05 19:00:00,9.65,8.67,9.45,10.72,1012.0,92.0,2.14,100.0,light rain
1532,2.359,0.0,0.0,2023-03-05 20:00:00,9.65,8.92,9.45,10.72,1013.0,92.0,1.84,100.0,moderate rain
1533,0.949,0.0,0.0,2023-03-05 21:00:00,9.66,8.93,9.23,10.72,1013.0,93.0,1.84,100.0,moderate rain
1534,0.0,0.502,0.0,2023-03-05 22:00:00,9.66,8.93,9.23,10.72,1013.0,93.0,1.84,100.0,moderate rain
1535,0.0,0.578,0.0,2023-03-05 23:00:00,9.72,8.25,9.23,11.72,1013.0,93.0,2.87,90.0,light rain
1536,0.0,0.695,0.0,2023-03-06 00:00:00,9.72,8.25,9.23,11.72,1013.0,93.0,2.87,90.0,light rain
1537,0.0,2.499,0.0,2023-03-06 01:00:00,10.22,9.75,9.23,11.72,1013.0,94.0,2.87,90.0,light rain
1538,0.0,0.755,0.0,2023-03-06 02:00:00,10.22,9.73,9.23,11.72,1013.0,93.0,3.06,97.0,light rain
1539,0.0,0.371,0.0,2023-03-06 03:00:00,10.74,10.32,9.23,11.72,1013.0,94.0,3.06,97.0,light rain
1540,0.0,0.237,0.0,2023-03-06 04:00:00,10.68,10.26,9.79,10.72,1013.0,94.0,3.06,97.0,light rain
1541,0.0,0.272,0.0,2023-03-06 05:00:00,10.72,10.28,10.01,11.72,1012.0,93.0,3.05,100.0,overcast clouds
1542,0.0,0.296,0.0,2023-03-06 06:00:00,10.68,10.23,10.01,10.72,1012.0,93.0,3.05,100.0,overcast clouds
1543,0.0,1.144,0.016,2023-03-06 07:00:00,10.68,10.26,10.1,10.7,1012.0,94.0,3.05,100.0,overcast clouds
1544,0.36,0.0,0.17,2023-03-06 08:00:00,10.75,10.34,10.66,11.72,1012.0,94.0,3.32,99.0,light rain
1545,0.127,0.0,0.158,2023-03-06 09:00:00,11.83,11.52,10.66,12.72,1012.0,94.0,3.32,99.0,light rain
1546,0.209,0.0,0.137,2023-03-06 10:00:00,11.84,11.53,10.26,14.23,1012.0,94.0,3.32,99.0,light rain
1547,0.6,0.0,0.203,2023-03-06 11:00:00,12.45,12.21,12.32,14.79,1012.0,94.0,4.18,100.0,overcast clouds
1548,1.025,0.0,0.42,2023-03-06 12:00:00,13.04,12.85,12.88,14.79,1012.0,94.0,4.18,100.0,overcast clouds
1549,0.08,0.0,0.197,2023-03-06 13:00:00,14.05,13.97,13.43,14.72,1012.0,94.0,4.18,100.0,overcast clouds
1550,0.074,0.0,0.219,2023-03-06 14:00:00,14.03,13.92,13.43,15.26,1010.0,93.0,2.4,100.0,light rain
1551,0.078,0.0,0.204,2023-03-06 15:00:00,14.07,13.96,13.43,15.26,1010.0,93.0,2.4,100.0,light rain
1552,0.216,0.0,0.085,2023-03-06 16:00:00,14.08,13.97,13.43,15.26,1010.0,93.0,2.4,100.0,light rain
1553,0.308,0.0,0.03,2023-03-06 17:00:00,14.06,13.95,13.43,14.72,1008.0,93.0,1.56,100.0,overcast clouds
1554,0.635,0.0,0.0,2023-03-06 18:00:00,13.49,13.3,13.34,13.72,1008.0,92.0,1.56,100.0,overcast clouds
1555,1.323,0.0,0.0,2023-03-06 19:00:00,12.93,12.71,12.79,13.12,1008.0,93.0,1.56,100.0,overcast clouds
1556,1.263,0.0,0.0,2023-03-06 20:00:00,12.93,12.71,12.79,13.12,1008.0,93.0,2.8,100.0,light rain
1557,0.588,0.0,0.0,2023-03-06 21:00:00,12.93,12.73,12.57,12.93,1008.0,94.0,2.8,100.0,light rain
1558,0.0,0.529,0.0,2023-03-06 22:00:00,12.91,12.71,12.23,12.93,1008.0,94.0,2.8,100.0,light rain
1559,0.0,0.562,0.0,2023-03-06 23:00:00,12.9,12.7,11.68,12.93,1010.0,94.0,5.38,100.0,light rain
1560,0.0,0.532,0.0,2023-03-07 00:00:00,12.38,12.13,12.32,12.72,1010.0,94.0,5.38,100.0,light rain
1561,0.0,0.301,0.0,2023-03-07 01:00:00,11.86,11.56,11.12,12.72,1010.0,94.0,5.38,100.0,light rain
1562,0.0,0.283,0.0,2023-03-07 02:00:00,11.82,11.51,11.68,12.01,1010.0,94.0,3.56,96.0,light rain
1563,0.0,0.306,0.0,2023-03-07 03:00:00,11.3,10.94,11.26,12.01,1010.0,94.0,3.56,96.0,light rain
1564,0.0,0.314,0.0,2023-03-07 04:00:00,11.34,11.01,11.26,12.72,1010.0,95.0,3.56,96.0,light rain
1565,0.0,0.321,0.0,2023-03-07 05:00:00,11.34,10.98,11.26,12.72,1011.0,94.0,2.38,38.0,light rain
1566,0.0,0.302,0.0,2023-03-07 06:00:00,10.83,10.42,10.7,12.72,1011.0,94.0,2.38,38.0,light rain
1567,0.0,0.882,0.012,2023-03-07 07:00:00,11.29,10.93,10.9,11.77,1011.0,94.0,2.38,38.0,light rain
1568,0.109,0.0,0.161,2023-03-07 08:00:00,11.26,10.92,10.9,11.26,1012.0,95.0,3.11,79.0,light rain
1569,1.216,0.0,0.449,2023-03-07 09:00:00,11.41,11.06,11.26,13.72,1012.0,94.0,3.11,79.0,light rain
1570,0.791,0.0,0.384,2023-03-07 10:00:00,12.38,12.15,12.23,13.04,1012.0,95.0,3.11,79.0,light rain
1571,0.013,0.0,0.265,2023-03-07 11:00:00,12.41,12.13,12.37,13.6,1012.0,93.0,4.86,100.0,light rain
1572,0.0,0.0,0.291,2023-03-07 12:00:00,13.11,12.93,12.93,15.72,1012.0,94.0,4.86,100.0,light rain
1573,0.0,0.0,0.297,2023-03-07 13:00:00,14.56,14.32,13.6,14.72,1012.0,86.0,4.86,100.0,light rain
1574,0.007,0.0,0.276,2023-03-07 14:00:00,14.33,14.06,13.9,15.34,1011.0,86.0,5.67,96.0,light rain
1575,0.068,0.0,0.205,2023-03-07 15:00:00,14.56,14.19,13.72,15.34,1011.0,81.0,5.67,96.0,light rain
1576,0.087,0.0,0.202,2023-03-07 16:00:00,14.59,14.17,13.99,15.26,1011.0,79.0,5.67,96.0,light rain
1577,0.287,0.0,0.044,2023-03-07 17:00:00,14.62,14.17,13.68,15.82,1011.0,78.0,4.31,98.0,overcast clouds
1578,1.181,0.0,0.0,2023-03-07 18:00:00,14.06,13.64,13.12,15.26,1011.0,81.0,4.31,98.0,overcast clouds
1579,2.412,0.0,0.0,2023-03-07 19:00:00,14.03,13.58,13.72,14.04,1011.0,80.0,4.31,98.0,overcast clouds
1580,0.747,0.0,0.0,2023-03-07 20:00:00,14.05,13.57,13.12,14.72,1011.0,79.0,3.91,80.0,broken clouds
1581,1.643,0.0,0.0,2023-03-07 21:00:00,13.47,13.01,12.79,13.48,1011.0,82.0,3.91,80.0,broken clouds
1582,0.0,1.05,0.0,2023-03-07 22:00:00,12.98,12.63,12.23,13.72,1011.0,88.0,3.91,80.0,broken clouds
1583,0.0,0.588,0.0,2023-03-07 23:00:00,12.98,12.74,12.93,13.72,1010.0,92.0,4.98,100.0,light rain
1584,0.0,0.466,0.0,2023-03-08 00:00:00,14.01,13.92,13.43,14.23,1010.0,94.0,4.98,100.0,light rain
1585,0.0,0.415,0.0,2023-03-08 01:00:00,14.51,14.47,13.34,14.79,1010.0,94.0,4.98,100.0,light rain
1586,0.0,0.358,0.0,2023-03-08 02:00:00,14.0,13.91,13.34,14.23,1010.0,94.0,6.19,90.0,light rain
1587,0.0,0.335,0.0,2023-03-08 03:00:00,14.0,13.91,13.34,14.79,1010.0,94.0,6.19,90.0,light rain
1588,0.0,0.284,0.0,2023-03-08 04:00:00,13.99,13.9,12.88,14.79,1010.0,94.0,6.19,90.0,light rain
1589,0.0,0.305,0.0,2023-03-08 05:00:00,14.0,13.91,13.34,14.79,1009.0,94.0,6.31,100.0,light rain
1590,0.0,0.31,0.0,2023-03-08 06:00:00,14.01,13.92,13.43,14.79,1009.0,94.0,6.31,100.0,light rain
1591,0.0,1.189,0.0,2023-03-08 07:00:00,14.51,14.47,13.43,14.79,1009.0,94.0,6.31,100.0,light rain
1592,1.408,0.0,0.005,2023-03-08 08:00:00,14.56,14.53,13.43,14.79,1009.0,94.0,7.3,100.0,moderate rain
1593,0.328,0.0,0.017,2023-03-08 09:00:00,15.07,15.09,13.43,15.34,1009.0,94.0,7.3,100.0,moderate rain
1594,0.287,0.0,0.048,2023-03-08 10:00:00,14.58,14.55,13.99,15.34,1009.0,94.0,7.3,100.0,moderate rain
1595,0.212,0.0,0.084,2023-03-08 11:00:00,15.09,15.11,13.9,15.9,1010.0,94.0,8.07,100.0,light rain
1596,0.193,0.0,0.161,2023-03-08 12:00:00,15.11,15.13,13.99,16.45,1010.0,94.0,8.07,100.0,light rain
1597,0.154,0.0,0.16,2023-03-08 13:00:00,15.6,15.67,13.99,17.57,1010.0,94.0,8.07,100.0,light rain
1598,0.09,0.0,0.194,2023-03-08 14:00:00,15.12,15.14,13.9,15.15,1011.0,94.0,6.8,100.0,light rain
1599,0.21,0.0,0.193,2023-03-08 15:00:00,15.09,15.11,13.9,16.45,1011.0,94.0,6.8,100.0,light rain
1600,1.009,0.0,0.077,2023-03-08 16:00:00,15.09,15.11,13.9,15.9,1011.0,94.0,6.8,100.0,light rain
1601,0.334,0.0,0.024,2023-03-08 17:00:00,15.09,15.11,13.99,15.34,1011.0,94.0,5.84,100.0,light rain
1602,0.449,0.0,0.0,2023-03-08 18:00:00,15.09,15.11,13.99,15.15,1011.0,94.0,5.84,100.0,light rain
1603,2.179,0.0,0.0,2023-03-08 19:00:00,14.58,14.55,13.99,14.72,1011.0,94.0,5.84,100.0,light rain
1604,0.879,0.0,0.0,2023-03-08 20:00:00,14.57,14.54,13.9,14.72,1012.0,94.0,4.96,100.0,light rain
1605,0.637,0.0,0.0,2023-03-08 21:00:00,14.58,14.55,13.99,14.72,1012.0,94.0,4.96,100.0,light rain
1606,0.0,0.765,0.0,2023-03-08 22:00:00,14.57,14.54,13.68,14.72,1012.0,94.0,4.96,100.0,light rain
1607,0.0,0.784,0.0,2023-03-08 23:00:00,14.57,14.54,13.68,14.72,1012.0,94.0,4.43,100.0,light rain
1608,0.0,0.731,0.0,2023-03-09 00:00:00,14.04,13.95,13.68,14.04,1012.0,94.0,4.43,100.0,light rain
1609,0.0,0.69,0.0,2023-03-09 01:00:00,13.5,13.36,13.12,13.99,1012.0,94.0,4.43,100.0,light rain
1610,0.0,0.619,0.0,2023-03-09 02:00:00,13.49,13.35,13.12,13.72,1011.0,94.0,3.91,100.0,light rain
1611,0.0,0.481,0.0,2023-03-09 03:00:00,13.55,13.44,12.79,13.72,1011.0,95.0,3.91,100.0,light rain
1612,0.0,0.452,0.0,2023-03-09 04:00:00,13.49,13.35,13.43,13.72,1011.0,94.0,3.91,100.0,light rain
1613,0.0,0.459,0.0,2023-03-09 05:00:00,13.55,13.39,12.79,13.72,1011.0,93.0,4.79,100.0,light rain
1614,0.0,0.466,0.0,2023-03-09 06:00:00,12.93,12.73,12.79,13.12,1011.0,94.0,4.79,100.0,light rain
1615,0.0,1.001,0.0,2023-03-09 07:00:00,12.97,12.78,12.88,13.72,1011.0,94.0,4.79,100.0,light rain
1616,1.355,0.0,0.023,2023-03-09 08:00:00,13.49,13.32,13.34,13.72,1013.0,93.0,6.54,71.0,light rain
1617,0.231,0.0,0.0,2023-03-09 09:00:00,13.49,13.3,13.12,13.9,1013.0,92.0,6.54,71.0,light rain
1618,0.159,0.0,0.067,2023-03-09 10:00:00,14.05,13.97,13.34,14.72,1013.0,94.0,6.54,71.0,light rain
1619,1.337,0.0,0.287,2023-03-09 11:00:00,14.36,14.15,12.57,14.72,1015.0,88.0,6.66,33.0,light rain
1620,0.631,0.0,0.258,2023-03-09 12:00:00,12.03,11.74,11.82,14.72,1015.0,94.0,6.66,33.0,light rain
1621,0.0,0.0,0.236,2023-03-09 13:00:00,14.14,14.06,14.04,15.72,1015.0,94.0,6.66,33.0,light rain
1622,0.0,0.0,0.273,2023-03-09 14:00:00,14.69,14.64,14.23,16.72,1016.0,93.0,6.94,18.0,light rain
1623,0.547,0.0,0.328,2023-03-09 15:00:00,14.72,14.62,13.68,16.72,1016.0,91.0,6.94,18.0,light rain
1624,0.128,0.0,0.163,2023-03-09 16:00:00,15.7,15.6,14.23,15.72,1016.0,87.0,6.94,18.0,light rain
1625,0.272,0.0,0.073,2023-03-09 17:00:00,15.17,15.04,14.23,15.72,1018.0,88.0,5.23,87.0,light rain
1626,0.528,0.0,0.001,2023-03-09 18:00:00,14.61,14.48,13.12,15.1,1018.0,90.0,5.23,87.0,light rain
1627,0.507,0.0,0.0,2023-03-09 19:00:00,14.08,13.92,13.12,14.72,1018.0,91.0,5.23,87.0,light rain
1628,0.596,0.0,0.0,2023-03-09 20:00:00,14.04,13.93,13.72,14.54,1020.0,93.0,3.73,97.0,light rain
1629,0.846,0.0,0.0,2023-03-09 21:00:00,13.5,13.33,12.57,13.99,1020.0,93.0,3.73,97.0,light rain
1630,0.0,0.833,0.0,2023-03-09 22:00:00,13.5,13.36,12.57,13.99,1020.0,94.0,3.73,97.0,light rain
1631,0.0,0.636,0.0,2023-03-09 23:00:00,13.5,13.36,13.12,13.99,1021.0,94.0,2.87,76.0,light rain
1632,0.0,0.816,0.0,2023-03-10 00:00:00,13.49,13.35,13.12,13.72,1021.0,94.0,2.87,76.0,light rain
1633,0.0,0.534,0.0,2023-03-10 01:00:00,12.98,12.79,12.93,13.72,1021.0,94.0,2.87,76.0,light rain
1634,0.0,0.486,0.0,2023-03-10 02:00:00,12.98,12.79,12.79,13.72,1021.0,94.0,2.45,84.0,light rain
1635,0.0,0.303,0.0,2023-03-10 03:00:00,12.98,12.79,12.79,13.72,1021.0,94.0,2.45,84.0,light rain
1636,0.0,0.26,0.0,2023-03-10 04:00:00,12.98,12.79,12.79,13.72,1021.0,94.0,2.45,84.0,light rain
1637,0.0,0.245,0.0,2023-03-10 05:00:00,12.98,12.81,12.23,13.72,1022.0,95.0,2.5,75.0,light rain
1638,0.0,0.237,0.0,2023-03-10 06:00:00,12.98,12.81,12.01,13.72,1022.0,95.0,2.5,75.0,light rain
1639,0.0,0.965,0.011,2023-03-10 07:00:00,12.46,12.22,12.37,13.72,1022.0,94.0,2.5,75.0,light rain
1640,0.234,0.0,0.077,2023-03-10 08:00:00,12.98,12.81,12.79,13.72,1023.0,95.0,4.42,99.0,light rain
1641,0.222,0.0,0.224,2023-03-10 09:00:00,13.53,13.39,13.34,14.72,1023.0,94.0,4.42,99.0,light rain
1642,1.14,0.0,0.188,2023-03-10 10:00:00,14.59,14.56,14.45,14.79,1023.0,94.0,4.42,99.0,light rain
1643,0.863,0.0,0.266,2023-03-10 11:00:00,14.64,14.59,14.45,15.72,1024.0,93.0,5.42,99.0,overcast clouds
1644,0.009,0.0,0.351,2023-03-10 12:00:00,15.19,15.19,15.01,15.9,1024.0,93.0,5.42,99.0,overcast clouds
1645,0.006,0.0,0.32,2023-03-10 13:00:00,15.7,15.68,15.01,15.72,1024.0,90.0,5.42,99.0,overcast clouds
1646,0.164,0.0,0.248,2023-03-10 14:00:00,15.7,15.55,15.01,15.72,1023.0,85.0,5.43,100.0,overcast clouds
1647,0.213,0.0,0.209,2023-03-10 15:00:00,15.7,15.57,15.01,16.45,1023.0,86.0,5.43,100.0,overcast clouds
1648,0.122,0.0,0.144,2023-03-10 16:00:00,15.6,15.41,13.72,16.45,1023.0,84.0,5.43,100.0,overcast clouds
1649,0.218,0.0,0.049,2023-03-10 17:00:00,14.56,14.47,13.34,15.9,1023.0,92.0,3.86,100.0,overcast clouds
1650,0.377,0.0,0.0,2023-03-10 18:00:00,14.05,13.94,13.72,15.34,1023.0,93.0,3.86,100.0,overcast clouds
1651,0.576,0.0,0.0,2023-03-10 19:00:00,14.04,13.95,13.34,14.79,1023.0,94.0,3.86,100.0,overcast clouds
1652,0.495,0.0,0.0,2023-03-10 20:00:00,14.04,13.95,13.34,14.54,1024.0,94.0,3.53,100.0,overcast clouds
1653,0.497,0.0,0.0,2023-03-10 21:00:00,14.54,14.5,13.34,14.59,1024.0,94.0,3.53,100.0,overcast clouds
1654,0.0,0.564,0.0,2023-03-10 22:00:00,14.54,14.5,13.72,14.59,1024.0,94.0,3.53,100.0,overcast clouds
1655,0.0,0.577,0.0,2023-03-10 23:00:00,14.54,14.5,13.72,14.59,1024.0,94.0,3.37,100.0,light rain
1656,0.0,0.543,0.0,2023-03-11 00:00:00,14.59,14.56,14.54,14.79,1024.0,94.0,3.37,100.0,light rain
1657,0.0,0.283,0.0,2023-03-11 01:00:00,15.11,15.13,14.45,15.34,1024.0,94.0,3.37,100.0,light rain
1658,0.0,0.368,0.0,2023-03-11 02:00:00,15.11,15.13,14.45,15.15,1024.0,94.0,2.87,98.0,light rain
1659,0.0,0.299,0.0,2023-03-11 03:00:00,14.59,14.59,14.54,14.79,1024.0,95.0,2.87,98.0,light rain
1660,0.0,0.242,0.0,2023-03-11 04:00:00,14.59,14.56,13.9,14.72,1024.0,94.0,2.87,98.0,light rain
1661,0.0,0.255,0.0,2023-03-11 05:00:00,14.59,14.59,13.9,14.72,1024.0,95.0,2.56,84.0,light rain
1662,0.0,0.246,0.0,2023-03-11 06:00:00,14.59,14.59,13.9,14.72,1024.0,95.0,2.56,84.0,light rain
1663,0.0,0.239,0.002,2023-03-11 07:00:00,14.59,14.59,14.23,14.72,1024.0,95.0,2.56,84.0,light rain
1664,0.714,0.0,0.161,2023-03-11 08:00:00,14.59,14.56,14.45,14.79,1024.0,94.0,2.78,99.0,light rain
1665,0.92,0.0,0.189,2023-03-11 09:00:00,15.11,15.13,14.54,15.15,1024.0,94.0,2.78,99.0,light rain
1666,0.102,0.0,0.2,2023-03-11 10:00:00,15.18,15.21,14.79,15.72,1024.0,94.0,2.78,99.0,light rain
1667,0.013,0.0,0.25,2023-03-11 11:00:00,15.2,15.23,15.15,16.12,1025.0,94.0,3.42,100.0,overcast clouds
1668,0.0,0.0,0.259,2023-03-11 12:00:00,15.19,15.22,15.15,15.9,1025.0,94.0,3.42,100.0,overcast clouds
1669,0.015,0.0,0.261,2023-03-11 13:00:00,15.7,15.75,15.57,15.9,1025.0,93.0,3.42,100.0,overcast clouds
1670,0.363,0.0,0.339,2023-03-11 14:00:00,16.23,16.23,15.57,16.26,1024.0,89.0,4.01,100.0,light rain
1671,0.163,0.0,0.264,2023-03-11 15:00:00,16.74,16.66,15.34,16.82,1024.0,84.0,4.01,100.0,light rain
1672,1.738,0.0,0.162,2023-03-11 16:00:00,16.74,16.69,15.34,16.82,1024.0,85.0,4.01,100.0,light rain
1673,0.476,0.0,0.018,2023-03-11 17:00:00,16.23,16.18,14.79,16.26,1024.0,87.0,1.84,99.0,overcast clouds
1674,0.394,0.0,0.0,2023-03-11 18:00:00,15.65,15.62,14.72,15.7,1024.0,90.0,1.84,99.0,overcast clouds
1675,0.485,0.0,0.0,2023-03-11 19:00:00,15.65,15.65,14.72,15.7,1024.0,91.0,1.84,99.0,overcast clouds
1676,0.467,0.0,0.0,2023-03-11 20:00:00,15.14,15.11,14.45,15.66,1025.0,92.0,1.69,100.0,overcast clouds
1677,0.417,0.0,0.0,2023-03-11 21:00:00,15.14,15.14,14.45,15.66,1025.0,93.0,1.69,100.0,overcast clouds
1678,0.0,0.845,0.0,2023-03-11 22:00:00,15.12,15.12,14.45,15.15,1025.0,93.0,1.69,100.0,overcast clouds
1679,0.0,1.893,0.0,2023-03-11 23:00:00,14.56,14.5,13.72,15.1,1025.0,93.0,1.63,100.0,overcast clouds
1680,0.0,0.56,0.0,2023-03-12 00:00:00,13.99,13.9,12.72,14.54,1025.0,94.0,1.63,100.0,overcast clouds
1681,0.0,0.546,0.0,2023-03-12 01:00:00,13.47,13.33,12.72,14.54,1025.0,94.0,1.63,100.0,overcast clouds
1682,0.0,0.548,0.0,2023-03-12 02:00:00,13.46,13.32,12.72,14.23,1024.0,94.0,1.8,100.0,overcast clouds
1683,0.0,0.555,0.0,2023-03-12 03:00:00,13.46,13.32,12.72,13.99,1024.0,94.0,1.8,100.0,overcast clouds
1684,0.0,0.48,0.0,2023-03-12 04:00:00,13.91,13.81,11.72,14.04,1024.0,94.0,1.8,100.0,overcast clouds
1685,0.0,0.243,0.0,2023-03-12 05:00:00,13.91,13.81,11.72,14.04,1023.0,94.0,1.76,100.0,overcast clouds
1686,0.0,0.255,0.0,2023-03-12 06:00:00,13.94,13.84,12.23,14.04,1023.0,94.0,1.76,100.0,overcast clouds
1687,0.0,0.145,0.108,2023-03-12 07:00:00,13.37,13.22,11.68,13.48,1023.0,94.0,1.76,100.0,overcast clouds
1688,0.007,0.0,0.253,2023-03-12 08:00:00,13.92,13.82,12.23,14.04,1023.0,94.0,1.65,100.0,overcast clouds
1689,0.483,0.0,0.412,2023-03-12 09:00:00,14.5,14.41,12.88,14.59,1023.0,92.0,1.65,100.0,overcast clouds
1690,0.011,0.0,0.286,2023-03-12 10:00:00,16.64,16.55,13.99,17.01,1023.0,84.0,1.65,100.0,overcast clouds
1691,0.638,0.0,0.454,2023-03-12 11:00:00,17.22,17.06,15.1,18.12,1022.0,79.0,3.02,35.0,scattered clouds
1692,1.063,0.0,0.541,2023-03-12 12:00:00,17.31,17.16,16.21,18.68,1022.0,79.0,3.02,35.0,scattered clouds
1693,0.435,0.0,0.529,2023-03-12 13:00:00,18.35,18.28,16.72,18.48,1022.0,78.0,3.02,35.0,scattered clouds
1694,0.325,0.0,0.519,2023-03-12 14:00:00,18.39,18.19,16.77,19.79,1020.0,73.0,3.5,84.0,broken clouds
1695,0.0,0.0,0.333,2023-03-12 15:00:00,19.02,18.83,18.34,19.23,1020.0,71.0,3.5,84.0,broken clouds
1696,0.03,0.0,0.294,2023-03-12 16:00:00,19.96,19.79,17.72,20.15,1020.0,68.0,3.5,84.0,broken clouds
1697,0.869,0.0,0.107,2023-03-12 17:00:00,18.87,18.67,16.72,19.04,1020.0,71.0,2.4,100.0,overcast clouds
1698,0.696,0.0,0.007,2023-03-12 18:00:00,17.27,16.98,15.72,17.57,1020.0,74.0,2.4,100.0,overcast clouds
1699,1.031,0.0,0.0,2023-03-12 19:00:00,15.62,15.33,13.72,16.21,1020.0,80.0,2.4,100.0,overcast clouds
1700,1.557,0.0,0.0,2023-03-12 20:00:00,14.58,14.26,13.72,15.66,1020.0,83.0,2.13,100.0,overcast clouds
1701,0.969,0.0,0.0,2023-03-12 21:00:00,14.51,14.18,12.72,15.1,1020.0,83.0,2.13,100.0,overcast clouds
1702,0.0,0.551,0.0,2023-03-12 22:00:00,13.99,13.66,12.72,14.54,1020.0,85.0,2.13,100.0,overcast clouds
1703,0.0,0.612,0.0,2023-03-12 23:00:00,13.49,13.06,13.12,13.99,1019.0,83.0,2.94,5.0,sky is clear
1704,0.0,0.783,0.0,2023-03-13 00:00:00,13.96,13.6,12.72,14.04,1019.0,84.0,2.94,5.0,sky is clear
1705,0.0,0.515,0.0,2023-03-13 01:00:00,12.98,12.55,12.72,13.43,1019.0,85.0,2.94,5.0,sky is clear
1706,0.0,0.281,0.0,2023-03-13 02:00:00,13.55,13.18,12.79,13.72,1017.0,85.0,3.66,19.0,few clouds
1707,0.0,0.274,0.0,2023-03-13 03:00:00,13.55,13.18,12.79,14.23,1017.0,85.0,3.66,19.0,few clouds
1708,0.0,0.36,0.0,2023-03-13 04:00:00,13.55,13.18,12.79,14.23,1017.0,85.0,3.66,19.0,few clouds
1709,0.0,0.282,0.0,2023-03-13 05:00:00,13.55,13.26,12.79,14.23,1016.0,88.0,5.21,100.0,light rain
1710,0.0,0.292,0.0,2023-03-13 06:00:00,12.98,12.68,12.93,13.72,1016.0,90.0,5.21,100.0,light rain
