,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
8040,Vistara,UK-637,Delhi,Evening,one,Morning,Mumbai,Economy,18.33,40,5364
52660,AirAsia,I5-338,Mumbai,Night,one,Morning,Delhi,Economy,12.75,49,2336
102220,Air_India,AI-523,Bangalore,Early_Morning,one,Night,Mumbai,Economy,15.25,46,6893
146862,Vistara,UK-778,Kolkata,Afternoon,one,Evening,Hyderabad,Economy,28.58,39,5760
227251,Vistara,UK-944,Mumbai,Afternoon,zero,Evening,Delhi,Business,2.25,24,34460
130294,AirAsia,I5-1563,Kolkata,Evening,two_or_more,Early_Morning,Mumbai,Economy,11.5,20,3379
5979,Indigo,6E-5329,Delhi,Morning,zero,Morning,Mumbai,Economy,2.17,31,2410
46552,Air_India,AI-631,Mumbai,Evening,one,Morning,Delhi,Economy,14.08,20,4149
282111,Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Bangalore,Business,13.58,34,56702
196148,Vistara,UK-826,Chennai,Afternoon,one,Evening,Bangalore,Economy,6.75,31,4755
209327,Air_India,AI-451,Delhi,Afternoon,one,Evening,Mumbai,Business,25.92,26,39622
214536,Air_India,AI-887,Delhi,Early_Morning,one,Evening,Bangalore,Business,11.5,33,42457
62482,Vistara,UK-986,Mumbai,Night,one,Morning,Kolkata,Economy,9.83,7,14343
86598,AirAsia,I5-1782,Bangalore,Night,one,Late_Night,Delhi,Economy,5.0,15,7484
173048,Vistara,UK-659,Hyderabad,Morning,two_or_more,Night,Kolkata,Economy,11.75,22,10866
208273,Air_India,AI-401,Delhi,Early_Morning,one,Night,Mumbai,Business,13.25,16,59033
275890,Air_India,AI-507,Hyderabad,Morning,one,Night,Delhi,Business,15.25,24,37846
259117,Vistara,UK-846,Bangalore,Morning,one,Evening,Chennai,Business,11.42,5,56040
31424,Indigo,6E-2479,Delhi,Morning,one,Evening,Hyderabad,Economy,7.0,22,5955
20934,Vistara,UK-953,Delhi,Night,one,Morning,Kolkata,Economy,13.0,6,14880
200573,Vistara,UK-826,Chennai,Afternoon,one,Night,Kolkata,Economy,10.25,28,8816
238000,Air_India,AI-867,Mumbai,Night,one,Morning,Hyderabad,Business,14.42,1,50810
125596,Vistara,UK-772,Kolkata,Morning,one,Late_Night,Delhi,Economy,13.75,38,6723
257051,Vistara,UK-820,Bangalore,Evening,one,Evening,Hyderabad,Business,23.17,19,56588
212977,Vistara,UK-981,Delhi,Night,one,Morning,Bangalore,Business,12.92,14,54777
154107,Indigo,6E-7121,Hyderabad,Early_Morning,one,Evening,Delhi,Economy,9.25,16,6133
80346,SpiceJet,SG-488,Mumbai,Morning,one,Evening,Chennai,Economy,6.83,23,8374
47597,SpiceJet,SG-8152,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.25,25,2614
147318,Air_India,AI-768,Kolkata,Afternoon,one,Night,Hyderabad,Economy,8.08,43,5145
258719,Vistara,UK-820,Bangalore,Evening,one,Evening,Hyderabad,Business,23.25,45,56588
264613,Vistara,UK-706,Kolkata,Morning,one,Night,Mumbai,Business,11.33,11,59108
199972,Air_India,AI-440,Chennai,Early_Morning,one,Night,Kolkata,Economy,16.17,23,6044
48893,AirAsia,I5-620,Mumbai,Early_Morning,one,Morning,Delhi,Economy,6.17,31,3279
50246,Vistara,UK-863,Mumbai,Morning,one,Night,Delhi,Economy,13.33,37,6122
255743,Vistara,UK-812,Bangalore,Morning,one,Night,Kolkata,Business,13.0,46,60508
200233,Vistara,UK-826,Chennai,Afternoon,one,Night,Kolkata,Economy,10.25,25,8816
159464,Indigo,6E-905,Hyderabad,Afternoon,one,Evening,Mumbai,Economy,6.92,9,16791
94311,Vistara,UK-802,Bangalore,Evening,one,Afternoon,Mumbai,Economy,19.17,3,11205
156733,Air_India,AI-525,Hyderabad,Early_Morning,one,Evening,Delhi,Economy,12.0,36,4172
21829,GO_FIRST,G8-392,Delhi,Afternoon,one,Night,Kolkata,Economy,8.58,12,5954
229164,Vistara,UK-986,Mumbai,Night,zero,Late_Night,Delhi,Business,2.17,42,30092
209219,Vistara,UK-859,Delhi,Morning,one,Night,Mumbai,Business,12.58,25,41281
148279,Air_India,AI-773,Kolkata,Evening,one,Early_Morning,Chennai,Economy,14.08,4,26439
111863,Air_India,AI-738,Bangalore,Morning,two_or_more,Morning,Hyderabad,Economy,24.08,20,7820
13125,AirAsia,I5-775,Delhi,Afternoon,one,Night,Bangalore,Economy,8.58,17,11940
62956,Air_India,AI-864,Mumbai,Early_Morning,one,Night,Kolkata,Economy,37.08,10,12007
153760,Vistara,UK-876,Hyderabad,Night,one,Evening,Delhi,Economy,22.17,13,10018
230870,Air_India,AI-442,Mumbai,Afternoon,one,Late_Night,Bangalore,Business,8.58,12,54608
55363,Vistara,UK-930,Mumbai,Early_Morning,one,Night,Bangalore,Economy,15.83,16,7135
168605,Vistara,UK-874,Hyderabad,Morning,one,Morning,Bangalore,Economy,26.25,31,5441
63735,SpiceJet,SG-455,Mumbai,Afternoon,one,Night,Kolkata,Economy,5.92,14,13713
1484,GO_FIRST,G8-237,Delhi,Afternoon,one,Night,Mumbai,Economy,7.5,10,5954
56834,GO_FIRST,G8-341,Mumbai,Night,one,Morning,Bangalore,Economy,12.42,24,5102
64529,Air_India,AI-774,Mumbai,Night,zero,Night,Kolkata,Economy,2.75,19,4213
51456,Air_India,AI-619,Mumbai,Night,one,Afternoon,Delhi,Economy,17.58,43,3819
15867,Vistara,UK-813,Delhi,Evening,zero,Night,Bangalore,Economy,2.83,30,4501
196036,Air_India,AI-672,Chennai,Afternoon,one,Night,Bangalore,Economy,31.58,29,7175
123369,Air_India,AI-676,Kolkata,Morning,one,Night,Delhi,Economy,10.75,25,6339
223180,Air_India,AI-767,Delhi,Afternoon,one,Evening,Chennai,Business,7.5,22,47657
224586,Air_India,AI-868,Delhi,Evening,one,Morning,Chennai,Business,16.92,44,45257
44111,Air_India,AI-442,Mumbai,Afternoon,one,Evening,Delhi,Economy,3.75,8,7623
28913,GO_FIRST,G8-103,Delhi,Evening,one,Morning,Hyderabad,Economy,15.25,2,16719
116081,Indigo,6E-357,Bangalore,Night,zero,Night,Chennai,Economy,0.83,9,3498
276083,Vistara,UK-874,Hyderabad,Morning,one,Night,Delhi,Business,13.42,27,54115
180497,Air_India,AI-539,Chennai,Evening,zero,Evening,Delhi,Economy,2.83,1,20268
180081,Vistara,UK-874,Hyderabad,Morning,one,Morning,Chennai,Economy,27.33,44,6287
39883,AirAsia,I5-550,Delhi,Evening,two_or_more,Morning,Chennai,Economy,15.75,31,2974
40953,GO_FIRST,G8-171,Delhi,Evening,one,Late_Night,Chennai,Economy,6.42,37,4506
275231,Air_India,AI-525,Hyderabad,Early_Morning,one,Night,Delhi,Business,17.0,11,47586
106334,Air_India,AI-640,Bangalore,Early_Morning,one,Morning,Kolkata,Economy,26.08,27,5007
249117,Vistara,UK-820,Bangalore,Evening,one,Morning,Mumbai,Business,15.92,7,69244
253781,Vistara,UK-818,Bangalore,Evening,one,Morning,Kolkata,Business,13.92,16,67945
118094,Air_India,AI-9517,Bangalore,Evening,one,Early_Morning,Chennai,Economy,13.17,32,3184
28773,Vistara,UK-829,Delhi,Early_Morning,two_or_more,Evening,Kolkata,Economy,12.83,49,9349
269675,Air_India,AI-773,Kolkata,Evening,one,Morning,Bangalore,Business,17.92,40,52287
240833,Vistara,UK-996,Mumbai,Evening,one,Morning,Hyderabad,Business,15.17,40,60365
69317,Vistara,UK-970,Mumbai,Morning,one,Evening,Kolkata,Economy,9.33,44,5949
275938,Air_India,AI-838,Hyderabad,Afternoon,zero,Afternoon,Delhi,Business,2.25,25,24122
166097,Vistara,UK-874,Hyderabad,Morning,one,Evening,Bangalore,Economy,10.75,8,8062
273768,Vistara,UK-772,Kolkata,Morning,one,Evening,Chennai,Business,9.5,28,55502
11165,Vistara,UK-899,Delhi,Afternoon,one,Morning,Bangalore,Economy,18.08,8,9840
265888,Vistara,UK-706,Kolkata,Morning,one,Evening,Mumbai,Business,6.25,29,50271
94199,Air_India,AI-501,Bangalore,Afternoon,one,Night,Mumbai,Economy,8.83,2,11703
107597,Vistara,UK-814,Bangalore,Night,one,Morning,Kolkata,Economy,11.42,35,8112
157695,Indigo,6E-7121,Hyderabad,Early_Morning,one,Evening,Delhi,Economy,9.25,43,4453
232971,Vistara,UK-851,Mumbai,Early_Morning,zero,Morning,Bangalore,Business,1.83,36,20684
50760,Indigo,6E-2047,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.25,40,2339
39494,Vistara,UK-705,Delhi,Early_Morning,two_or_more,Evening,Chennai,Economy,12.42,28,10307
281047,Vistara,UK-880,Hyderabad,Afternoon,one,Night,Bangalore,Business,9.92,16,56702
98473,Vistara,UK-808,Bangalore,Early_Morning,one,Night,Mumbai,Economy,14.0,26,6568
226893,Air_India,AI-607,Mumbai,Evening,one,Morning,Delhi,Business,16.17,20,53152
264253,Vistara,UK-720,Kolkata,Early_Morning,one,Night,Mumbai,Business,14.83,6,70431
150172,Vistara,UK-706,Kolkata,Morning,two_or_more,Morning,Chennai,Economy,22.58,24,19040
275502,Vistara,UK-874,Hyderabad,Morning,one,Night,Delhi,Business,14.5,16,51875
28344,Air_India,AI-665,Delhi,Early_Morning,one,Morning,Kolkata,Economy,24.83,47,4933
240958,Vistara,UK-986,Mumbai,Night,one,Evening,Hyderabad,Business,21.17,42,53757
38136,AirAsia,I5-1529,Delhi,Morning,one,Evening,Chennai,Economy,7.83,21,1998
94988,Vistara,UK-657,Bangalore,Morning,one,Night,Mumbai,Economy,10.08,7,15784
296540,Vistara,UK-838,Chennai,Night,one,Morning,Kolkata,Business,11.5,15,67137
208119,Air_India,AI-560,Delhi,Morning,one,Night,Mumbai,Business,15.75,15,41113
287174,Vistara,UK-890,Hyderabad,Evening,one,Night,Chennai,Business,26.58,40,51707
129916,Indigo,6E-6021,Kolkata,Afternoon,one,Night,Mumbai,Economy,9.5,17,9896
39316,Air_India,AI-877,Delhi,Morning,two_or_more,Morning,Chennai,Economy,23.92,27,6538
194947,Vistara,UK-828,Chennai,Early_Morning,one,Morning,Bangalore,Economy,25.83,17,4755
50334,AirAsia,I5-336,Mumbai,Night,one,Late_Night,Delhi,Economy,7.17,38,2336
22101,Vistara,UK-977,Delhi,Evening,one,Evening,Kolkata,Economy,24.92,13,12990
223909,Vistara,UK-955,Delhi,Evening,one,Morning,Chennai,Business,15.08,33,60232
280623,Vistara,UK-874,Hyderabad,Morning,one,Night,Bangalore,Business,12.42,9,38099
291128,Vistara,UK-832,Chennai,Early_Morning,one,Night,Mumbai,Business,16.92,14,61873
51691,Vistara,UK-825,Mumbai,Morning,one,Evening,Delhi,Economy,10.17,44,4752
286316,Air_India,AI-543,Hyderabad,Morning,one,Morning,Chennai,Business,21.58,23,51595
171925,Vistara,UK-876,Hyderabad,Night,one,Evening,Kolkata,Economy,19.25,13,10962
204061,Indigo,6E-7185,Chennai,Morning,one,Afternoon,Hyderabad,Economy,4.17,18,5352
220865,Vistara,UK-943,Delhi,Early_Morning,one,Afternoon,Hyderabad,Business,4.75,32,53937
299534,Vistara,UK-836,Chennai,Morning,one,Morning,Hyderabad,Business,22.92,36,51457
81895,Air_India,AI-635,Mumbai,Early_Morning,one,Evening,Chennai,Economy,11.92,34,4417
63241,GO_FIRST,G8-390,Mumbai,Early_Morning,one,Night,Kolkata,Economy,16.42,12,7412
399,SpiceJet,SG-1089,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.25,4,5953
173703,Indigo,6E-6242,Hyderabad,Early_Morning,one,Morning,Kolkata,Economy,5.33,28,4327
71698,Air_India,AI-687,Mumbai,Afternoon,one,Morning,Hyderabad,Economy,19.92,12,7584
228052,Vistara,UK-863,Mumbai,Morning,one,Afternoon,Delhi,Business,5.08,31,53152
230608,Air_India,AI-809,Mumbai,Morning,one,Night,Bangalore,Business,10.08,9,54608
35345,GO_FIRST,G8-165,Delhi,Early_Morning,one,Night,Hyderabad,Economy,13.83,49,6109
227282,Air_India,AI-695,Mumbai,Morning,one,Afternoon,Delhi,Business,27.5,24,44013
213983,Vistara,UK-981,Delhi,Night,one,Early_Morning,Bangalore,Business,10.17,26,54777
246405,Air_India,AI-505,Bangalore,Morning,zero,Afternoon,Delhi,Business,2.58,22,32923
64442,Vistara,UK-944,Mumbai,Afternoon,one,Morning,Kolkata,Economy,18.92,18,6159
276918,Vistara,UK-874,Hyderabad,Morning,one,Night,Delhi,Business,13.42,43,54115
195720,Vistara,UK-822,Chennai,Morning,one,Evening,Bangalore,Economy,9.5,26,4656
84415,Air_India,AI-501,Bangalore,Afternoon,zero,Afternoon,Delhi,Economy,2.58,3,14944
140398,Vistara,UK-720,Kolkata,Early_Morning,two_or_more,Night,Bangalore,Economy,15.5,35,8111
136866,Indigo,6E-563,Kolkata,Morning,one,Afternoon,Bangalore,Economy,7.58,12,6489
232295,Air_India,AI-867,Mumbai,Night,one,Afternoon,Bangalore,Business,15.0,28,54608
171714,Vistara,UK-878,Hyderabad,Afternoon,one,Night,Kolkata,Economy,9.83,11,13954
103152,Vistara,UK-852,Bangalore,Morning,one,Evening,Kolkata,Economy,10.08,4,27282
23708,Vistara,UK-737,Delhi,Afternoon,zero,Evening,Kolkata,Economy,2.17,22,4000
265565,Vistara,UK-708,Kolkata,Night,one,Afternoon,Mumbai,Business,16.17,24,62591
223207,Vistara,UK-819,Delhi,Afternoon,two_or_more,Night,Chennai,Business,8.83,22,76684
55887,Indigo,6E-136,Mumbai,Early_Morning,one,Morning,Bangalore,Economy,5.5,19,5103
215072,Vistara,UK-993,Delhi,Afternoon,one,Evening,Bangalore,Business,6.42,39,54777
115711,Vistara,UK-810,Bangalore,Early_Morning,one,Evening,Chennai,Economy,9.33,3,18094
170905,Indigo,6E-6319,Hyderabad,Evening,one,Night,Kolkata,Economy,5.5,4,5293
238222,Vistara,UK-988,Mumbai,Night,one,Evening,Hyderabad,Business,23.0,5,58125
243868,Air_India,AI-806,Mumbai,Early_Morning,one,Evening,Chennai,Business,11.0,35,49613
54305,AirAsia,I5-942,Mumbai,Afternoon,zero,Afternoon,Bangalore,Economy,1.67,11,5104
166795,Indigo,6E-285,Hyderabad,Evening,zero,Night,Bangalore,Economy,1.08,15,4819
231995,Vistara,UK-996,Mumbai,Evening,one,Morning,Bangalore,Business,14.17,24,76605
200319,Vistara,UK-838,Chennai,Night,one,Evening,Kolkata,Economy,22.5,26,5937
218606,Air_India,AI-807,Delhi,Evening,one,Early_Morning,Kolkata,Business,11.92,42,57405
243655,Air_India,AI-635,Mumbai,Early_Morning,one,Evening,Chennai,Business,11.92,32,49613
208268,Vistara,UK-815,Delhi,Morning,one,Night,Mumbai,Business,13.75,16,53164
241888,Vistara,UK-958,Mumbai,Afternoon,one,Night,Chennai,Business,10.33,8,49613
167092,Indigo,6E-6505,Hyderabad,Night,zero,Night,Bangalore,Economy,1.25,18,1776
142475,Vistara,UK-706,Kolkata,Morning,two_or_more,Night,Bangalore,Economy,13.08,49,8111
261222,Air_India,AI-505,Bangalore,Morning,one,Night,Chennai,Business,13.17,48,60396
182776,Vistara,UK-824,Chennai,Night,one,Morning,Delhi,Economy,13.17,19,5921
298428,Air_India,AI-672,Chennai,Evening,one,Night,Hyderabad,Business,5.5,12,40593
174724,Vistara,UK-659,Hyderabad,Morning,two_or_more,Night,Kolkata,Economy,11.75,36,9278
146228,Indigo,6E-958,Kolkata,Afternoon,one,Night,Hyderabad,Economy,6.0,34,5158
245707,Air_India,AI-610,Bangalore,Evening,one,Morning,Delhi,Business,15.08,13,42521
148543,Indigo,6E-512,Kolkata,Afternoon,one,Evening,Chennai,Economy,6.08,8,6489
273684,Vistara,UK-772,Kolkata,Morning,one,Morning,Chennai,Business,22.42,26,55502
187286,Indigo,6E-2007,Chennai,Early_Morning,zero,Morning,Delhi,Economy,2.83,48,3093
238281,Air_India,AI-867,Mumbai,Night,one,Evening,Hyderabad,Business,21.83,6,45693
190038,Vistara,UK-832,Chennai,Early_Morning,one,Night,Mumbai,Economy,13.17,21,5037
81711,Air_India,AI-619,Mumbai,Night,one,Early_Morning,Chennai,Economy,11.75,33,3318
80164,Air_India,AI-864,Mumbai,Early_Morning,one,Early_Morning,Chennai,Economy,25.0,22,5380
239039,Vistara,UK-988,Mumbai,Night,one,Evening,Hyderabad,Business,23.0,16,58125
224605,Air_India,AI-764,Delhi,Evening,one,Evening,Chennai,Business,24.17,44,47657
145557,Indigo,6E-757,Kolkata,Evening,one,Late_Night,Hyderabad,Economy,7.92,28,6977
246989,Air_India,AI-640,Bangalore,Early_Morning,one,Afternoon,Delhi,Business,5.5,29,42521
151066,Vistara,UK-772,Kolkata,Morning,one,Morning,Chennai,Economy,22.42,33,7021
218658,Air_India,AI-560,Delhi,Morning,one,Morning,Kolkata,Business,23.92,43,43376
8704,Vistara,UK-811,Delhi,Early_Morning,one,Morning,Mumbai,Economy,5.5,43,6296
284739,Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Kolkata,Business,12.75,37,53499
192622,Indigo,6E-6113,Chennai,Afternoon,one,Evening,Mumbai,Economy,4.08,40,2792
178398,Vistara,UK-874,Hyderabad,Morning,one,Evening,Chennai,Economy,11.42,26,6287
201086,Indigo,6E-126,Chennai,Evening,one,Late_Night,Kolkata,Economy,9.17,34,4939
123151,Air_India,AI-9741,Kolkata,Early_Morning,one,Night,Delhi,Economy,16.17,24,5093
112954,GO_FIRST,G8-7559,Bangalore,Afternoon,one,Late_Night,Hyderabad,Economy,9.58,29,5255
70949,Vistara,UK-970,Mumbai,Morning,one,Evening,Hyderabad,Economy,11.17,6,11664
156439,AirAsia,I5-1517,Hyderabad,Evening,one,Late_Night,Delhi,Economy,9.58,34,2228
90199,AirAsia,I5-1229,Bangalore,Evening,one,Late_Night,Delhi,Economy,7.08,32,2723
81006,Air_India,AI-442,Mumbai,Afternoon,one,Night,Chennai,Economy,8.0,28,4417
239073,Air_India,AI-635,Mumbai,Early_Morning,one,Evening,Hyderabad,Business,12.25,17,45693
47061,Air_India,AI-639,Mumbai,Morning,one,Afternoon,Delhi,Economy,6.42,22,6383
240175,Air_India,AI-639,Mumbai,Morning,one,Early_Morning,Hyderabad,Business,22.33,32,32230
212799,Air_India,AI-762,Delhi,Night,one,Night,Bangalore,Business,24.58,12,52522
124973,Vistara,UK-774,Kolkata,Night,one,Night,Delhi,Economy,26.25,34,9353
108196,Vistara,UK-818,Bangalore,Evening,one,Evening,Kolkata,Economy,22.42,39,8112
173860,Indigo,6E-668,Hyderabad,Evening,one,Night,Kolkata,Economy,5.58,29,5293
15437,Vistara,UK-945,Delhi,Morning,one,Night,Bangalore,Economy,9.25,28,4496
255437,Air_India,AI-503,Bangalore,Evening,one,Evening,Kolkata,Business,25.33,41,60508
13305,AirAsia,I5-775,Delhi,Afternoon,one,Night,Bangalore,Economy,11.5,18,5220
55545,Air_India,AI-806,Mumbai,Early_Morning,one,Late_Night,Bangalore,Economy,16.17,17,6502
268808,Vistara,UK-706,Kolkata,Morning,one,Evening,Bangalore,Business,8.58,26,60978
284255,Air_India,AI-559,Hyderabad,Early_Morning,one,Afternoon,Kolkata,Business,8.0,28,51707
83636,Air_India,AI-806,Mumbai,Early_Morning,one,Night,Chennai,Economy,15.58,46,4417
54504,AirAsia,I5-620,Mumbai,Early_Morning,one,Night,Bangalore,Economy,16.17,12,5101
4131,Vistara,UK-829,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7.0,22,5227
45102,Vistara,UK-651,Mumbai,Evening,one,Evening,Delhi,Economy,24.42,13,8988
88079,Vistara,UK-897,Bangalore,Early_Morning,one,Morning,Delhi,Economy,25.08,22,3496
120121,Air_India,AI-676,Kolkata,Morning,one,Night,Delhi,Economy,11.58,5,13944
110646,Air_India,AI-9547,Bangalore,Evening,one,Night,Hyderabad,Economy,26.58,10,16729
286228,Vistara,UK-878,Hyderabad,Afternoon,one,Night,Chennai,Business,10.17,22,41314
152310,Indigo,6E-7561,Kolkata,Early_Morning,one,Evening,Chennai,Economy,9.83,47,4170
64317,SpiceJet,SG-488,Mumbai,Morning,one,Night,Kolkata,Economy,9.83,17,10330
295191,Vistara,UK-822,Chennai,Morning,one,Evening,Bangalore,Business,8.0,36,44144
37434,Vistara,UK-811,Delhi,Early_Morning,two_or_more,Evening,Chennai,Economy,14.0,16,9133
289531,Vistara,UK-828,Chennai,Early_Morning,one,Evening,Delhi,Business,9.92,35,57920
144207,Indigo,6E-6214,Kolkata,Morning,one,Evening,Hyderabad,Economy,8.42,17,6977
229812,Vistara,UK-651,Mumbai,Evening,one,Evening,Delhi,Business,24.42,48,36565
28639,Indigo,6E-7336,Delhi,Early_Morning,one,Afternoon,Kolkata,Economy,5.75,49,3754
47231,GO_FIRST,G8-387,Mumbai,Evening,one,Night,Delhi,Economy,5.58,23,5618
70220,Vistara,UK-970,Mumbai,Morning,one,Evening,Kolkata,Economy,9.33,49,5949
67612,Vistara,UK-960,Mumbai,Morning,one,Evening,Kolkata,Economy,6.17,35,5949
60407,Vistara,UK-651,Mumbai,Evening,one,Evening,Bangalore,Economy,26.17,43,6797
264454,Vistara,UK-708,Kolkata,Night,one,Morning,Mumbai,Business,14.75,9,64831
150992,Indigo,6E-294,Kolkata,Evening,zero,Night,Chennai,Economy,2.42,33,2966
178535,Vistara,UK-830,Hyderabad,Morning,one,Night,Chennai,Economy,9.92,28,4359
269181,Vistara,UK-720,Kolkata,Early_Morning,one,Evening,Bangalore,Business,9.83,32,60978
289983,Vistara,UK-822,Chennai,Morning,one,Evening,Delhi,Business,7.17,43,57920
43413,GO_FIRST,G8-287,Mumbai,Morning,one,Evening,Delhi,Economy,6.92,4,5942
116979,Vistara,UK-808,Bangalore,Early_Morning,one,Night,Chennai,Economy,14.75,19,6412
193571,Air_India,AI-440,Chennai,Early_Morning,one,Evening,Mumbai,Economy,12.08,47,4357
182599,GO_FIRST,G8-304,Chennai,Afternoon,one,Night,Delhi,Economy,8.67,18,4827
59251,Indigo,6E-5317,Mumbai,Afternoon,one,Night,Bangalore,Economy,8.08,37,5649
69626,Air_India,AI-570,Mumbai,Early_Morning,one,Afternoon,Kolkata,Economy,8.58,46,3932
49394,Air_India,AI-9657,Mumbai,Evening,one,Late_Night,Delhi,Economy,8.58,33,5523
267081,Vistara,UK-706,Kolkata,Morning,one,Night,Mumbai,Business,10.0,45,81284
250795,Vistara,UK-820,Bangalore,Evening,one,Night,Mumbai,Business,6.0,26,67004
106217,GO_FIRST,G8-805,Bangalore,Morning,one,Night,Kolkata,Economy,13.92,26,6060
268145,Air_India,AI-763,Kolkata,Early_Morning,one,Night,Bangalore,Business,13.08,15,60978
20408,Air_India,AI-504,Delhi,Night,one,Evening,Kolkata,Economy,20.33,3,12150
170323,Air_India,AI-9881,Hyderabad,Afternoon,one,Night,Bangalore,Economy,9.25,46,5120
65801,Air_India,AI-442,Mumbai,Afternoon,one,Morning,Kolkata,Economy,16.5,25,6105
295307,Vistara,UK-828,Chennai,Early_Morning,one,Evening,Bangalore,Business,12.25,38,44144
132219,GO_FIRST,G8-537,Kolkata,Evening,one,Morning,Mumbai,Economy,16.25,30,7958
207172,Vistara,UK-977,Delhi,Evening,zero,Night,Mumbai,Business,2.25,6,53288
283927,Air_India,AI-559,Hyderabad,Early_Morning,one,Evening,Kolkata,Business,12.67,22,51707
117171,Air_India,AI-804,Bangalore,Early_Morning,one,Night,Chennai,Economy,17.42,21,6444
261759,Air_India,AI-732,Kolkata,Afternoon,one,Night,Delhi,Business,8.25,10,53743
170396,Indigo,6E-413,Hyderabad,Early_Morning,zero,Morning,Bangalore,Economy,1.17,47,1776
285616,Vistara,UK-878,Hyderabad,Afternoon,one,Night,Chennai,Business,10.17,8,41314
287745,Vistara,UK-824,Chennai,Night,one,Morning,Delhi,Business,14.5,4,78864
271756,Vistara,UK-738,Kolkata,Evening,one,Afternoon,Hyderabad,Business,17.83,33,52175
179821,Indigo,6E-6591,Hyderabad,Afternoon,one,Night,Chennai,Economy,6.0,42,1543
68188,Vistara,UK-950,Mumbai,Night,one,Evening,Kolkata,Economy,21.67,38,5949
249078,Air_India,AI-505,Bangalore,Morning,one,Night,Mumbai,Business,10.83,7,54684
63642,Vistara,UK-944,Mumbai,Afternoon,one,Morning,Kolkata,Economy,17.92,14,9879
22730,Vistara,UK-829,Delhi,Early_Morning,two_or_more,Evening,Kolkata,Economy,12.42,16,10661
236079,Vistara,UK-944,Mumbai,Afternoon,one,Morning,Kolkata,Business,17.92,25,69997
92881,AirAsia,I5-1780,Bangalore,Early_Morning,one,Afternoon,Delhi,Economy,9.75,44,4112
134553,Air_India,AI-9720,Kolkata,Early_Morning,one,Evening,Mumbai,Economy,12.25,43,6853
110572,Vistara,UK-850,Bangalore,Evening,one,Early_Morning,Hyderabad,Economy,11.92,10,7813
260410,Air_India,AI-640,Bangalore,Early_Morning,one,Evening,Chennai,Business,9.5,33,52064
177519,Vistara,UK-830,Hyderabad,Morning,one,Morning,Chennai,Economy,23.58,17,5374
262170,Air_India,AI-732,Kolkata,Afternoon,one,Morning,Delhi,Business,21.75,17,53743
40314,GO_FIRST,G8-354,Delhi,Night,one,Early_Morning,Chennai,Economy,9.17,33,4896
262285,Air_India,AI-747,Kolkata,Night,one,Morning,Delhi,Business,9.67,19,57939
271143,Vistara,UK-778,Kolkata,Afternoon,one,Afternoon,Hyderabad,Business,21.25,20,62255
114328,Vistara,UK-866,Bangalore,Night,one,Early_Morning,Hyderabad,Economy,10.17,40,5322
182811,Air_India,AI-429,Chennai,Afternoon,one,Evening,Delhi,Economy,27.83,19,9558
182146,Indigo,6E-6006,Chennai,Afternoon,one,Night,Delhi,Economy,8.0,15,7877
242043,Air_India,AI-660,Mumbai,Evening,one,Morning,Chennai,Business,14.92,10,49613
297996,Vistara,UK-838,Chennai,Night,one,Morning,Kolkata,Business,12.5,48,55377
222009,Vistara,UK-953,Delhi,Night,one,Morning,Chennai,Business,12.17,4,68856
79752,Air_India,AI-806,Mumbai,Early_Morning,one,Early_Morning,Chennai,Economy,24.0,19,5800
176990,Indigo,6E-6216,Hyderabad,Night,zero,Night,Chennai,Economy,1.25,10,6343
283229,Air_India,AI-543,Hyderabad,Morning,one,Morning,Kolkata,Business,21.67,7,51707
252682,Vistara,UK-850,Bangalore,Evening,zero,Night,Mumbai,Business,1.92,48,20760
144343,Indigo,6E-599,Kolkata,Morning,one,Evening,Hyderabad,Economy,8.58,18,6489
259105,Vistara,UK-864,Bangalore,Evening,one,Morning,Chennai,Business,16.83,5,44280
144330,Indigo,6E-854,Kolkata,Morning,one,Afternoon,Hyderabad,Economy,6.5,18,6465
239879,Vistara,UK-954,Mumbai,Early_Morning,one,Afternoon,Hyderabad,Business,6.58,28,45805
214005,Vistara,UK-985,Delhi,Evening,one,Morning,Bangalore,Business,14.92,26,62617
29114,Vistara,UK-871,Delhi,Night,zero,Night,Hyderabad,Economy,2.33,5,5955
206800,Vistara,UK-683,Delhi,Afternoon,one,Afternoon,Mumbai,Business,25.58,3,33197
26000,Vistara,UK-977,Delhi,Evening,one,Morning,Kolkata,Economy,14.67,34,7221
213083,Vistara,UK-813,Delhi,Evening,zero,Night,Bangalore,Business,2.83,16,32859
278610,Vistara,UK-870,Hyderabad,Night,one,Afternoon,Mumbai,Business,18.42,23,58315
210103,Air_India,AI-479,Delhi,Night,one,Afternoon,Mumbai,Business,17.75,33,35532
187177,Indigo,6E-6815,Chennai,Morning,one,Evening,Delhi,Economy,10.5,47,4594
253969,Vistara,UK-816,Bangalore,Morning,one,Evening,Kolkata,Business,8.08,19,62188
180727,Vistara,UK-822,Chennai,Morning,one,Night,Delhi,Economy,12.67,4,18685
