,Normal (kWh),Horário Económico (kWh),Autoconsumo (kWh),Data & Hora,Unnamed: 0.1,temp,feels_like,pressure,humidity,wind_speed,clouds_all,weather_description
1768,0.0,0.0,0.245,2023-03-15 16:00:00,1768.0,17.7,17.7,1014.0,60.68,10.7,0.0,clear
1769,0.15,0.0,0.088,2023-03-15 17:00:00,1769.0,17.7,17.7,1014.0,60.77,8.4,0.0,clear
1770,0.687,0.0,0.003,2023-03-15 18:00:00,1770.0,16.5,16.5,1014.0,54.34,6.3,0.0,clear
1771,1.536,0.0,0.0,2023-03-15 19:00:00,1771.0,13.9,13.9,1014.0,71.54,1.3,0.0,clear
1772,0.791,0.0,0.0,2023-03-15 20:00:00,1772.0,11.9,11.9,1014.1,77.45,0.7,0.0,clear
1773,0.626,0.0,0.0,2023-03-15 21:00:00,1773.0,11.0,11.0,1014.0,81.02,3.6,0.0,clear
1774,0.0,0.646,0.0,2023-03-15 22:00:00,1774.0,11.9,11.9,1013.0,75.45,11.6,0.0,clear
1775,0.0,0.491,0.0,2023-03-15 23:00:00,1775.0,11.1,11.1,1012.0,79.7,8.0,0.0,clear
1776,0.0,0.704,0.0,2023-03-16 00:00:00,1776.0,11.0,11.0,1012.1,81.54,10.1,0.0,clear
1777,0.0,2.672,0.0,2023-03-16 01:00:00,1777.0,10.9,10.9,1012.0,82.75,5.9,3.7,clear
1778,0.0,0.914,0.0,2023-03-16 02:00:00,1778.0,9.1,9.1,1011.9,87.44,0.4,90.5,overcast
1779,0.0,0.26,0.0,2023-03-16 03:00:00,1779.0,9.9,9.0,1011.0,86.38,7.8,40.0,partially cloudy
1780,0.0,0.24,0.0,2023-03-16 04:00:00,1780.0,10.0,10.0,1010.0,86.1,11.6,35.4,partially cloudy
1781,0.0,0.236,0.0,2023-03-16 05:00:00,1781.0,9.1,7.6,1010.0,86.44,10.0,4.5,clear
1782,0.0,0.235,0.0,2023-03-16 06:00:00,1782.0,9.0,8.2,1010.0,86.79,6.6,29.1,partially cloudy
1783,0.0,1.145,0.097,2023-03-16 07:00:00,1783.0,9.1,7.3,1010.0,92.62,11.4,100.0,overcast
1784,0.631,0.0,0.191,2023-03-16 08:00:00,1784.0,10.0,10.0,1010.0,92.75,11.8,27.6,partially cloudy
1785,0.015,0.0,0.244,2023-03-16 09:00:00,1785.0,12.8,12.8,1010.9,87.36,15.5,54.8,partially cloudy
1786,0.0,0.0,0.261,2023-03-16 10:00:00,1786.0,13.9,13.9,1010.9,85.87,21.0,27.6,partially cloudy
1787,0.965,0.0,0.554,2023-03-16 11:00:00,1787.0,15.7,15.7,1009.9,76.5,22.5,27.6,partially cloudy
1788,0.12,0.0,0.353,2023-03-16 12:00:00,1788.0,17.4,17.4,1008.0,68.83,24.8,100.0,overcast
1789,0.124,0.0,0.257,2023-03-16 13:00:00,1789.0,14.8,14.8,1008.8,81.59,17.1,100.0,overcast
1790,0.085,0.0,0.237,2023-03-16 14:00:00,1790.0,14.7,14.7,1007.9,82.03,17.0,50.0,partially cloudy
1791,0.094,0.0,0.223,2023-03-16 15:00:00,1791.0,14.6,14.6,1008.0,83.07,20.0,56.0,"rain, partially cloudy"
1792,0.162,0.0,0.166,2023-03-16 16:00:00,1792.0,14.5,14.5,1008.0,88.7,17.9,50.0,partially cloudy
1793,0.783,0.0,0.021,2023-03-16 17:00:00,1793.0,13.7,13.7,1007.9,93.98,16.6,89.0,partially cloudy
1794,0.955,0.0,0.003,2023-03-16 18:00:00,1794.0,12.8,12.8,1008.0,99.61,24.3,90.4,"rain, overcast"
1795,0.964,0.0,0.0,2023-03-16 19:00:00,1795.0,12.8,12.8,1008.0,99.61,14.8,89.0,partially cloudy
1796,0.559,0.0,0.0,2023-03-16 20:00:00,1796.0,12.8,12.8,1009.0,99.76,17.5,89.0,partially cloudy
1797,0.668,0.0,0.0,2023-03-16 21:00:00,1797.0,13.7,13.7,1009.0,94.05,12.0,100.0,"rain, overcast"
1798,0.0,0.642,0.0,2023-03-16 22:00:00,1798.0,13.6,13.6,1009.0,93.9,13.2,89.0,partially cloudy
1799,0.0,0.711,0.0,2023-03-16 23:00:00,1799.0,13.7,13.7,1009.0,99.22,16.1,89.0,partially cloudy
1800,0.0,0.539,0.0,2023-03-17 00:00:00,1800.0,13.6,13.6,1008.9,93.83,15.7,90.4,overcast
1801,0.0,0.323,0.0,2023-03-17 01:00:00,1801.0,13.6,13.6,1009.0,94.05,17.3,89.0,partially cloudy
1802,0.0,0.254,0.0,2023-03-17 02:00:00,1802.0,12.7,12.7,1009.0,93.41,21.2,89.0,partially cloudy
1803,0.0,0.251,0.0,2023-03-17 03:00:00,1803.0,12.7,12.7,1008.9,87.56,15.7,36.4,"rain, partially cloudy"
1804,0.0,0.247,0.0,2023-03-17 04:00:00,1804.0,12.6,12.6,1008.9,93.34,11.6,27.6,partially cloudy
1805,0.0,0.247,0.0,2023-03-17 05:00:00,1805.0,12.6,12.6,1009.8,88.19,12.0,27.6,partially cloudy
1806,0.0,0.245,0.0,2023-03-17 06:00:00,1806.0,12.7,12.7,1009.8,87.99,18.6,35.1,"rain, partially cloudy"
1807,0.0,0.88,0.054,2023-03-17 07:00:00,1807.0,12.6,12.6,1009.9,88.19,17.5,89.0,partially cloudy
1808,1.208,0.0,0.111,2023-03-17 08:00:00,1808.0,12.7,12.7,1010.8,93.93,21.4,50.0,partially cloudy
1809,0.06,0.0,0.293,2023-03-17 09:00:00,1809.0,13.6,13.6,1010.8,87.93,20.7,90.4,"rain, overcast"
1810,0.0,0.0,0.373,2023-03-17 10:00:00,1810.0,14.5,14.5,1011.8,88.29,22.5,89.0,partially cloudy
1811,0.0,0.0,0.356,2023-03-17 11:00:00,1811.0,14.5,14.5,1011.9,83.39,17.7,50.0,partially cloudy
1812,0.0,0.0,0.361,2023-03-17 12:00:00,1812.0,14.7,14.7,1012.8,81.77,24.1,51.2,"rain, partially cloudy"
1813,0.0,0.0,0.315,2023-03-17 13:00:00,1813.0,12.4,12.4,1013.0,87.75,14.3,89.0,partially cloudy
1814,0.046,0.0,0.301,2023-03-17 14:00:00,1814.0,14.6,14.6,1012.8,78.06,18.1,50.0,partially cloudy
1815,0.126,0.0,0.201,2023-03-17 15:00:00,1815.0,14.7,14.7,1012.8,81.7,17.9,97.6,"rain, overcast"
1816,0.132,0.0,0.174,2023-03-17 16:00:00,1816.0,13.8,13.8,1012.9,80.03,21.2,50.0,partially cloudy
1817,1.279,0.0,0.045,2023-03-17 17:00:00,1817.0,13.8,13.8,1012.9,81.51,14.1,50.0,partially cloudy
1818,2.048,0.0,0.006,2023-03-17 18:00:00,1818.0,13.7,13.7,1013.0,81.9,18.6,87.9,"rain, partially cloudy"
1819,1.119,0.0,0.0,2023-03-17 19:00:00,1819.0,12.7,12.7,1014.0,81.05,15.0,50.0,partially cloudy
1820,0.492,0.0,0.0,2023-03-17 20:00:00,1820.0,13.5,13.5,1014.0,83.2,17.3,89.0,partially cloudy
1821,0.45,0.0,0.0,2023-03-17 21:00:00,1821.0,12.6,12.6,1014.9,83.23,10.5,35.1,"rain, partially cloudy"
1822,0.0,0.8,0.0,2023-03-17 22:00:00,1822.0,11.7,11.7,1015.0,88.11,15.7,50.0,partially cloudy
1823,0.0,0.563,0.0,2023-03-17 23:00:00,1823.0,11.7,11.7,1015.0,93.81,5.7,27.6,partially cloudy
1824,0.0,0.496,0.0,2023-03-18 00:00:00,1824.0,11.7,11.7,1015.9,83.39,9.0,27.6,"rain, partially cloudy"
1825,0.0,0.495,0.0,2023-03-18 01:00:00,1825.0,10.9,10.9,1015.9,88.11,6.3,50.0,partially cloudy
1826,0.0,0.43,0.0,2023-03-18 02:00:00,1826.0,12.7,12.7,1015.9,83.17,9.8,50.0,partially cloudy
1827,0.0,0.367,0.0,2023-03-18 03:00:00,1827.0,11.8,11.8,1015.9,93.82,10.5,50.0,"rain, partially cloudy"
1828,0.0,0.275,0.0,2023-03-18 04:00:00,1828.0,12.7,12.7,1015.8,88.41,11.4,50.0,partially cloudy
1829,0.0,0.282,0.0,2023-03-18 05:00:00,1829.0,11.8,11.8,1015.9,93.9,10.9,50.0,partially cloudy
1830,0.0,0.311,0.0,2023-03-18 06:00:00,1830.0,11.8,11.8,1016.0,93.67,6.7,56.0,"rain, partially cloudy"
1831,0.0,0.251,0.019,2023-03-18 07:00:00,1831.0,12.7,12.7,1016.9,93.49,9.4,50.0,partially cloudy
1832,0.572,0.0,0.131,2023-03-18 08:00:00,1832.0,11.8,11.8,1017.9,99.13,8.4,50.0,partially cloudy
1833,0.0,0.0,0.257,2023-03-18 09:00:00,1833.0,12.8,12.8,1018.0,99.05,10.9,56.0,"rain, partially cloudy"
1834,0.668,0.0,0.321,2023-03-18 10:00:00,1834.0,13.7,13.7,1018.9,87.94,11.8,89.0,partially cloudy
1835,0.035,0.0,0.251,2023-03-18 11:00:00,1835.0,14.6,14.6,1019.0,82.87,16.6,50.0,partially cloudy
1836,0.0,0.0,0.251,2023-03-18 12:00:00,1836.0,13.8,13.8,1019.0,87.52,20.0,90.4,"rain, overcast"
1837,0.0,0.0,0.255,2023-03-18 13:00:00,1837.0,13.8,13.8,1020.0,92.8,14.3,89.0,partially cloudy
1838,0.0,0.0,0.323,2023-03-18 14:00:00,1838.0,14.7,14.7,1019.9,87.61,17.9,89.0,partially cloudy
1839,0.755,0.0,0.428,2023-03-18 15:00:00,1839.0,14.7,14.7,1020.0,87.12,16.3,89.2,partially cloudy
1840,0.725,0.0,0.474,2023-03-18 16:00:00,1840.0,14.7,14.7,1020.0,82.43,19.6,50.0,partially cloudy
1841,0.263,0.0,0.203,2023-03-18 17:00:00,1841.0,13.7,13.7,1020.0,87.73,13.2,89.0,partially cloudy
1842,0.714,0.0,0.022,2023-03-18 18:00:00,1842.0,12.8,12.8,1021.0,92.68,13.4,54.8,partially cloudy
1843,1.288,0.0,0.0,2023-03-18 19:00:00,1843.0,11.9,11.9,1021.1,92.7,5.9,27.6,partially cloudy
1844,0.739,0.0,0.0,2023-03-18 20:00:00,1844.0,11.0,11.0,1022.0,98.17,8.4,40.2,partially cloudy
1845,0.512,0.0,0.0,2023-03-18 21:00:00,1845.0,11.0,11.0,1022.1,97.78,7.6,35.1,partially cloudy
1846,0.0,1.377,0.0,2023-03-18 22:00:00,1846.0,10.1,10.1,1022.1,98.55,3.6,27.6,partially cloudy
1847,0.0,1.483,0.0,2023-03-18 23:00:00,1847.0,10.0,10.0,1023.1,99.27,3.2,27.6,partially cloudy
1848,0.0,0.641,0.0,2023-03-19 00:00:00,1848.0,9.1,9.1,1023.1,99.11,3.6,36.4,partially cloudy
1849,0.0,0.38,0.0,2023-03-19 01:00:00,1849.0,9.0,9.0,1023.1,99.19,0.4,27.6,partially cloudy
1850,0.0,0.317,0.0,2023-03-19 02:00:00,1850.0,8.1,8.1,1023.1,99.18,3.6,27.6,partially cloudy
1851,0.0,0.362,0.0,2023-03-19 03:00:00,1851.0,8.1,6.5,1022.2,99.35,9.1,24.3,partially cloudy
1852,0.0,0.305,0.0,2023-03-19 04:00:00,1852.0,8.0,8.0,1022.1,99.75,0.7,27.6,partially cloudy
1853,0.0,0.302,0.0,2023-03-19 05:00:00,1853.0,7.0,7.0,1022.2,99.75,3.4,27.6,partially cloudy
1854,0.0,0.344,0.0,2023-03-19 06:00:00,1854.0,6.2,6.2,1023.2,99.42,3.6,30.3,partially cloudy
1855,0.0,0.297,0.069,2023-03-19 07:00:00,1855.0,6.1,5.3,1023.1,99.33,5.2,61.5,partially cloudy
1856,0.056,0.0,0.241,2023-03-19 08:00:00,1856.0,8.9,8.5,1023.1,98.94,5.0,47.8,partially cloudy
1857,0.29,0.0,0.488,2023-03-19 09:00:00,1857.0,10.8,10.8,1023.2,87.81,10.0,4.1,clear
1858,0.039,0.0,0.6,2023-03-19 10:00:00,1858.0,11.7,11.7,1024.0,88.11,15.5,27.6,partially cloudy
1859,0.904,0.0,0.952,2023-03-19 11:00:00,1859.0,14.7,14.7,1023.1,77.5,4.1,27.6,partially cloudy
1860,0.282,0.0,0.862,2023-03-19 12:00:00,1860.0,14.9,14.9,1023.1,76.31,11.8,33.9,partially cloudy
1861,0.141,0.0,0.775,2023-03-19 13:00:00,1861.0,16.0,16.0,1022.1,74.91,8.7,27.6,partially cloudy
1862,0.0,0.0,0.434,2023-03-19 14:00:00,1862.0,16.0,16.0,1022.0,70.5,12.0,100.0,overcast
1863,0.357,0.0,0.644,2023-03-19 15:00:00,1863.0,16.0,16.0,1022.0,66.74,15.0,80.0,partially cloudy
1864,0.584,0.0,0.399,2023-03-19 16:00:00,1864.0,15.9,15.9,1022.0,67.11,11.8,79.3,partially cloudy
1865,1.051,0.0,0.109,2023-03-19 17:00:00,1865.0,14.9,14.9,1022.1,71.14,15.2,74.5,partially cloudy
1866,0.551,0.0,0.006,2023-03-19 18:00:00,1866.0,13.9,13.9,1022.1,76.38,14.8,50.0,partially cloudy
1867,1.019,0.0,0.0,2023-03-19 19:00:00,1867.0,12.0,12.0,1022.1,81.21,8.0,85.2,partially cloudy
1868,0.523,0.0,0.0,2023-03-19 20:00:00,1868.0,10.9,10.9,1022.2,87.26,10.7,100.0,overcast
1869,1.073,0.0,0.0,2023-03-19 21:00:00,1869.0,10.0,10.0,1023.0,87.03,5.7,50.0,partially cloudy
1870,0.0,0.985,0.0,2023-03-19 22:00:00,1870.0,9.0,9.0,1022.2,92.84,3.4,100.0,overcast
1871,0.0,0.518,0.0,2023-03-19 23:00:00,1871.0,9.0,9.0,1022.2,99.03,0.4,100.0,overcast
1872,0.0,0.531,0.0,2023-03-20 00:00:00,1872.0,9.0,8.5,1022.1,98.95,5.2,0.0,clear
1873,0.0,0.488,0.0,2023-03-20 01:00:00,1873.0,8.9,8.5,1022.1,99.11,5.2,100.0,overcast
1874,0.0,0.324,0.0,2023-03-20 02:00:00,1874.0,9.0,9.0,1022.0,99.11,4.7,100.0,overcast
1875,0.0,0.311,0.0,2023-03-20 03:00:00,1875.0,9.1,8.7,1021.1,98.54,4.9,0.0,clear
1876,0.0,0.284,0.0,2023-03-20 04:00:00,1876.0,9.0,8.2,1021.1,99.03,6.3,100.0,overcast
1877,0.0,0.294,0.0,2023-03-20 05:00:00,1877.0,8.0,8.0,1021.1,99.34,1.3,60.1,partially cloudy
1878,0.0,0.297,0.001,2023-03-20 06:00:00,1878.0,6.5,5.5,1021.1,93.48,5.7,0.0,clear
1879,0.0,1.112,0.178,2023-03-20 07:00:00,1879.0,7.3,7.3,1021.2,99.59,0.4,27.6,partially cloudy
1880,0.0,0.0,0.26,2023-03-20 08:00:00,1880.0,9.2,8.9,1022.0,98.95,5.0,27.6,partially cloudy
1881,0.0,0.0,0.232,2023-03-20 09:00:00,1881.0,12.5,12.5,1022.0,88.6,5.9,100.0,overcast
1882,0.0,0.0,0.233,2023-03-20 10:00:00,1882.0,14.7,14.7,1022.0,73.98,8.0,100.0,overcast
1883,0.288,0.0,0.46,2023-03-20 11:00:00,1883.0,16.8,16.8,1022.0,68.27,11.4,58.3,partially cloudy
1884,0.378,0.0,0.492,2023-03-20 12:00:00,1884.0,17.9,17.9,1021.9,67.15,10.0,80.0,partially cloudy
1885,0.0,0.0,0.24,2023-03-20 13:00:00,1885.0,17.6,17.6,1021.0,68.99,12.7,32.7,partially cloudy
1886,0.0,0.0,0.237,2023-03-20 14:00:00,1886.0,18.6,18.6,1021.0,68.91,12.5,46.0,partially cloudy
1887,0.0,0.0,0.236,2023-03-20 15:00:00,1887.0,15.9,15.9,1021.0,81.59,12.5,60.0,partially cloudy
1888,0.0,0.0,0.229,2023-03-20 16:00:00,1888.0,15.8,15.8,1021.0,81.77,14.3,44.4,partially cloudy
1889,0.144,0.0,0.099,2023-03-20 17:00:00,1889.0,14.8,14.8,1020.1,81.77,14.3,44.2,partially cloudy
1890,1.223,0.0,0.002,2023-03-20 18:00:00,1890.0,13.7,13.7,1020.1,82.03,14.1,31.5,partially cloudy
1891,0.502,0.0,0.0,2023-03-20 19:00:00,1891.0,11.9,11.9,1021.1,87.06,8.9,27.6,partially cloudy
1892,0.712,0.0,0.0,2023-03-20 20:00:00,1892.0,11.8,11.8,1021.0,87.55,5.0,50.0,partially cloudy
1893,1.75,0.0,0.0,2023-03-20 21:00:00,1893.0,10.8,10.8,1021.1,93.16,5.4,31.5,partially cloudy
1894,0.0,0.637,0.0,2023-03-20 22:00:00,1894.0,10.0,10.0,1021.1,92.82,0.4,89.0,partially cloudy
1895,0.0,0.484,0.0,2023-03-20 23:00:00,1895.0,10.9,10.9,1022.0,98.64,0.7,89.0,partially cloudy
1896,0.0,0.531,0.0,2023-03-21 00:00:00,1896.0,11.7,11.7,1022.0,93.21,1.6,89.2,partially cloudy
1897,0.0,0.521,0.0,2023-03-21 01:00:00,1897.0,11.8,11.8,1021.1,87.76,2.7,89.0,partially cloudy
1898,0.0,0.539,0.0,2023-03-21 02:00:00,1898.0,11.7,11.7,1021.0,88.47,5.9,89.0,partially cloudy
1899,0.0,0.248,0.0,2023-03-21 03:00:00,1899.0,11.7,11.7,1020.1,88.61,7.6,90.4,"rain, overcast"
1900,0.0,0.243,0.0,2023-03-21 04:00:00,1900.0,11.7,11.7,1020.1,88.47,3.6,89.0,partially cloudy
1901,0.0,0.242,0.0,2023-03-21 05:00:00,1901.0,10.8,10.8,1020.1,93.92,9.1,89.0,partially cloudy
1902,0.0,0.244,0.0,2023-03-21 06:00:00,1902.0,10.8,10.8,1020.1,94.0,9.1,90.4,"rain, overcast"
1903,0.0,1.468,0.114,2023-03-21 07:00:00,1903.0,10.8,10.8,1020.1,88.53,8.0,89.0,partially cloudy
1904,0.037,0.0,0.247,2023-03-21 08:00:00,1904.0,11.7,11.7,1020.1,88.76,9.1,50.0,partially cloudy
1905,0.738,0.0,0.442,2023-03-21 09:00:00,1905.0,12.7,12.7,1021.1,88.91,5.2,89.0,partially cloudy
1906,0.0,0.0,0.425,2023-03-21 10:00:00,1906.0,13.6,13.6,1021.1,83.68,10.9,89.0,partially cloudy
1907,0.0,0.0,0.25,2023-03-21 11:00:00,1907.0,14.9,14.9,1021.0,77.29,7.3,89.0,partially cloudy
1908,0.0,0.0,0.246,2023-03-21 12:00:00,1908.0,16.0,16.0,1021.0,75.33,7.1,27.6,partially cloudy
1909,0.0,0.0,0.241,2023-03-21 13:00:00,1909.0,15.9,15.9,1020.0,76.41,13.4,27.6,partially cloudy
1910,0.0,0.0,0.245,2023-03-21 14:00:00,1910.0,16.0,16.0,1019.9,76.17,13.2,27.6,partially cloudy
1911,0.0,0.0,0.247,2023-03-21 15:00:00,1911.0,15.0,15.0,1019.0,80.13,13.2,27.9,partially cloudy
1912,0.0,0.0,0.243,2023-03-21 16:00:00,1912.0,15.9,15.9,1019.0,76.22,13.4,27.6,partially cloudy
1913,0.154,0.0,0.104,2023-03-21 17:00:00,1913.0,14.8,14.8,1019.0,81.26,15.2,27.6,partially cloudy
1914,1.368,0.0,0.005,2023-03-21 18:00:00,1914.0,13.8,13.8,1019.0,81.85,12.4,30.3,partially cloudy
1915,2.282,0.0,0.0,2023-03-21 19:00:00,1915.0,12.8,12.8,1019.0,87.71,10.2,100.0,overcast
1916,0.571,0.0,0.0,2023-03-21 20:00:00,1916.0,11.9,11.9,1019.0,93.45,7.1,100.0,overcast
1917,0.617,0.0,0.0,2023-03-21 21:00:00,1917.0,11.4,11.4,1019.0,90.46,6.1,57.8,partially cloudy
1918,0.0,1.269,0.0,2023-03-21 22:00:00,1918.0,11.8,11.8,1019.0,93.37,3.8,89.0,partially cloudy
1919,0.0,0.599,0.0,2023-03-21 23:00:00,1919.0,10.9,10.9,1019.0,99.36,3.8,50.0,partially cloudy
1920,0.0,0.59,0.0,2023-03-22 00:00:00,1920.0,10.8,10.8,1019.0,99.2,3.0,54.8,partially cloudy
1921,0.0,0.527,0.0,2023-03-22 01:00:00,1921.0,10.8,10.8,1018.1,99.44,1.1,50.0,partially cloudy
1922,0.0,0.523,0.0,2023-03-22 02:00:00,1922.0,10.8,10.8,1018.0,93.77,9.4,27.6,partially cloudy
1923,0.0,0.356,0.0,2023-03-22 03:00:00,1923.0,9.9,8.6,1017.1,99.6,9.4,54.8,partially cloudy
1924,0.0,0.253,0.0,2023-03-22 04:00:00,1924.0,9.9,8.4,1017.0,99.35,10.7,50.0,partially cloudy
1925,0.0,0.246,0.0,2023-03-22 05:00:00,1925.0,10.7,10.7,1017.0,93.77,13.4,50.0,partially cloudy
1926,0.0,0.25,0.0,2023-03-22 06:00:00,1926.0,10.8,10.8,1017.0,93.54,14.8,35.1,partially cloudy
1927,0.0,1.169,0.123,2023-03-22 07:00:00,1927.0,9.9,8.3,1017.0,93.65,11.2,27.6,partially cloudy
1928,0.061,0.0,0.299,2023-03-22 08:00:00,1928.0,11.8,11.8,1017.1,87.76,11.2,27.6,partially cloudy
1929,0.0,0.0,0.249,2023-03-22 09:00:00,1929.0,12.8,12.8,1017.0,82.65,13.2,56.0,partially cloudy
1930,0.0,0.0,0.241,2023-03-22 10:00:00,1930.0,14.6,14.6,1017.9,77.87,15.0,89.0,partially cloudy
1931,0.012,0.0,0.235,2023-03-22 11:00:00,1931.0,14.7,14.7,1017.0,73.21,14.8,50.0,partially cloudy
1932,0.0,0.0,0.251,2023-03-22 12:00:00,1932.0,14.8,14.8,1017.9,72.81,15.2,56.0,partially cloudy
1933,0.0,0.0,0.253,2023-03-22 13:00:00,1933.0,14.9,14.9,1017.8,72.42,17.0,89.0,partially cloudy
1934,0.0,0.0,0.266,2023-03-22 14:00:00,1934.0,15.8,15.8,1016.9,71.89,17.0,27.6,partially cloudy
1935,0.0,0.0,0.262,2023-03-22 15:00:00,1935.0,14.9,14.9,1016.8,76.24,17.7,56.0,partially cloudy
1936,0.062,0.0,0.241,2023-03-22 16:00:00,1936.0,15.7,15.7,1015.9,76.8,19.3,50.0,partially cloudy
1937,0.179,0.0,0.136,2023-03-22 17:00:00,1937.0,14.8,14.8,1015.9,77.09,17.7,50.0,partially cloudy
1938,0.802,0.0,0.017,2023-03-22 18:00:00,1938.0,13.8,13.8,1016.0,81.92,17.3,56.0,partially cloudy
1939,0.727,0.0,0.0,2023-03-22 19:00:00,1939.0,13.8,13.8,1015.9,82.12,15.7,50.0,partially cloudy
1940,0.445,0.0,0.0,2023-03-22 20:00:00,1940.0,13.8,13.8,1015.9,87.38,16.6,89.0,partially cloudy
1941,0.565,0.0,0.0,2023-03-22 21:00:00,1941.0,13.8,13.8,1016.8,87.94,16.3,56.0,partially cloudy
1942,0.0,1.37,0.0,2023-03-22 22:00:00,1942.0,13.7,13.7,1016.8,88.63,16.6,89.0,partially cloudy
1943,0.0,0.315,0.0,2023-03-22 23:00:00,1943.0,13.7,13.7,1016.8,88.78,16.8,89.0,partially cloudy
1944,0.0,0.305,0.0,2023-03-23 00:00:00,1944.0,13.7,13.7,1016.8,88.78,18.4,100.0,"rain, overcast"
1945,0.0,0.355,0.0,2023-03-23 01:00:00,1945.0,13.7,13.7,1015.8,88.78,19.1,89.0,partially cloudy
1946,0.0,0.398,0.0,2023-03-23 02:00:00,1946.0,13.7,13.7,1014.9,88.78,17.5,100.0,overcast
1947,0.0,0.266,0.0,2023-03-23 03:00:00,1947.0,13.7,13.7,1014.0,88.78,18.9,100.0,"rain, overcast"
1948,0.0,0.244,0.0,2023-03-23 04:00:00,1948.0,12.8,12.8,1013.9,94.02,17.7,100.0,overcast
1949,0.0,0.238,0.0,2023-03-23 05:00:00,1949.0,12.8,12.8,1013.9,99.61,17.7,100.0,overcast
1950,0.0,0.235,0.0,2023-03-23 06:00:00,1950.0,12.8,12.8,1013.8,99.76,17.5,100.0,overcast
1951,0.0,1.287,0.105,2023-03-23 07:00:00,1951.0,12.8,12.8,1013.8,94.02,21.2,100.0,overcast
1952,1.04,0.0,0.107,2023-03-23 08:00:00,1952.0,13.7,13.7,1013.9,88.78,19.1,100.0,overcast
1953,0.059,0.0,0.179,2023-03-23 09:00:00,1953.0,13.7,13.7,1013.9,88.64,27.7,100.0,overcast
1954,0.054,0.0,0.186,2023-03-23 10:00:00,1954.0,14.6,14.6,1014.8,83.73,26.6,100.0,overcast
1955,0.054,0.0,0.185,2023-03-23 11:00:00,1955.0,14.6,14.6,1014.8,83.87,31.4,100.0,overcast
1956,0.054,0.0,0.184,2023-03-23 12:00:00,1956.0,13.8,13.8,1014.8,94.06,28.4,100.0,overcast
1957,0.027,0.0,0.213,2023-03-23 13:00:00,1957.0,13.8,13.8,1014.8,99.61,27.1,100.0,overcast
1958,0.064,0.0,0.173,2023-03-23 14:00:00,1958.0,14.7,14.7,1013.9,93.95,32.8,89.0,partially cloudy
1959,0.136,0.0,0.095,2023-03-23 15:00:00,1959.0,14.7,14.7,1013.8,94.03,30.5,89.0,partially cloudy
1960,0.169,0.0,0.065,2023-03-23 16:00:00,1960.0,14.8,14.8,1013.8,91.92,29.8,94.9,overcast
1961,0.208,0.0,0.022,2023-03-23 17:00:00,1961.0,14.7,14.7,1013.7,88.65,31.4,100.0,overcast
1962,0.563,0.0,0.003,2023-03-23 18:00:00,1962.0,14.7,14.7,1013.8,88.79,28.4,100.0,overcast
1963,1.432,0.0,0.0,2023-03-23 19:00:00,1963.0,13.8,13.8,1013.8,99.61,28.4,100.0,overcast
1964,0.337,0.0,0.0,2023-03-23 20:00:00,1964.0,13.9,13.9,1013.8,93.92,28.6,100.0,overcast
1965,0.472,0.0,0.0,2023-03-23 21:00:00,1965.0,14.0,14.0,1014.8,93.33,29.1,100.0,overcast
1966,0.0,0.532,0.0,2023-03-23 22:00:00,1966.0,13.9,13.9,1014.8,99.06,25.7,100.0,overcast
1967,0.0,0.618,0.0,2023-03-23 23:00:00,1967.0,14.8,14.8,1014.8,93.59,27.3,100.0,overcast
1968,0.0,0.604,0.0,2023-03-24 00:00:00,1968.0,14.6,14.6,1014.9,94.02,25.3,100.0,overcast
1969,0.0,0.534,0.0,2023-03-24 01:00:00,1969.0,14.6,14.6,1014.9,93.95,26.4,100.0,overcast
1970,0.0,0.462,0.0,2023-03-24 02:00:00,1970.0,14.6,14.6,1015.0,93.51,22.3,100.0,overcast
1971,0.0,0.331,0.0,2023-03-24 03:00:00,1971.0,12.8,12.8,1015.0,93.64,20.3,100.0,overcast
1972,0.0,0.248,0.0,2023-03-24 04:00:00,1972.0,12.8,12.8,1015.1,93.27,13.9,100.0,overcast
1973,0.0,0.245,0.0,2023-03-24 05:00:00,1973.0,11.0,11.0,1016.0,99.2,10.2,100.0,overcast
1974,0.0,0.243,0.0,2023-03-24 06:00:00,1974.0,10.9,10.9,1017.0,99.36,0.4,89.2,"rain, partially cloudy"
1975,0.0,1.643,0.177,2023-03-24 07:00:00,1975.0,11.8,11.8,1018.0,93.74,2.5,100.0,overcast
1976,0.031,0.0,0.314,2023-03-24 08:00:00,1976.0,11.8,11.8,1019.0,99.44,7.1,50.0,partially cloudy
1977,0.0,0.0,0.257,2023-03-24 09:00:00,1977.0,14.7,14.7,1019.9,87.74,3.8,54.8,partially cloudy
1978,0.0,0.0,0.257,2023-03-24 10:00:00,1978.0,14.7,14.7,1020.9,81.25,8.4,50.0,partially cloudy
1979,0.0,0.0,0.263,2023-03-24 11:00:00,1979.0,14.9,14.9,1021.0,75.75,8.6,50.0,partially cloudy
1980,0.0,0.0,0.268,2023-03-24 12:00:00,1980.0,15.8,15.8,1022.1,75.09,11.4,74.2,partially cloudy
1981,0.0,0.0,0.258,2023-03-24 13:00:00,1981.0,15.8,15.8,1022.0,75.79,13.9,89.0,partially cloudy
1982,0.514,0.0,0.428,2023-03-24 14:00:00,1982.0,15.8,15.8,1022.0,75.48,12.0,89.0,partially cloudy
