,Normal (kWh),Horário Económico (kWh),Autoconsumo (kWh),Injeção na rede (kWh),Data & Hora,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,clouds_all,weather_description
1682,0.0,0.0,0.0,None,2021-12-08 02:00:00,8.53,5.49,7.57,9.72,1017,93,5.68,78,light rain
1683,0.0,0.0,0.0,None,2021-12-08 03:00:00,7.95,5.23,7.57,8.43,1017,94,4.54,46,light rain
1684,0.0,0.0,0.0,None,2021-12-08 04:00:00,7.95,5.22,7.57,8.43,1018,94,4.55,50,light rain
1685,0.0,0.0,0.0,None,2021-12-08 05:00:00,7.93,5.2,7.57,7.93,1017,93,4.54,91,overcast clouds
1686,0.0,6.978,0.0,None,2021-12-08 06:00:00,7.39,4.3,7.37,7.88,1018,93,5.07,85,overcast clouds
1687,0.0,0.682,0.0,None,2021-12-08 07:00:00,7.39,4.4,7.01,7.88,1019,94,4.82,95,overcast clouds
1688,0.176,0.0,0.083,None,2021-12-08 08:00:00,6.95,4.22,6.82,8.72,1019,93,4.07,96,overcast clouds
1689,0.18,0.0,0.134,Medium,2021-12-08 09:00:00,7.02,4.15,6.82,9.72,1020,94,4.37,91,light rain
1690,0.481,0.0,0.321,None,2021-12-08 10:00:00,8.16,5.63,7.57,11.72,1020,94,4.23,94,light rain
1691,0.625,0.0,0.278,None,2021-12-08 11:00:00,9.08,5.92,8.68,9.72,1020,94,6.48,100,light rain
1692,1.539,0.0,0.309,None,2021-12-08 12:00:00,9.76,6.64,8.68,11.77,1021,90,6.96,79,light rain
1693,0.494,0.0,0.179,None,2021-12-08 13:00:00,10.31,9.64,8.68,12.88,1020,86,7.05,83,light rain
1694,0.32,0.0,0.208,None,2021-12-08 14:00:00,9.28,5.8,8.68,12.32,1020,93,7.77,46,light rain
1695,0.37,0.0,0.103,None,2021-12-08 15:00:00,10.29,9.7,9.23,11.78,1020,89,6.04,77,light rain
1696,0.6,0.0,0.003,None,2021-12-08 16:00:00,10.21,9.53,9.23,11.21,1021,86,5.59,91,light rain
1697,0.601,0.0,0.0,None,2021-12-08 17:00:00,9.73,7.23,8.68,11.72,1022,88,5.06,76,light rain
1698,1.209,0.0,0.0,None,2021-12-08 18:00:00,9.21,6.63,8.12,11.72,1023,90,4.93,90,light rain
1699,1.25,0.0,0.0,None,2021-12-08 19:00:00,9.15,6.88,8.12,10.72,1024,91,4.16,88,overcast clouds
1700,1.31,0.0,0.0,None,2021-12-08 20:00:00,8.63,6.49,8.12,10.72,1024,92,3.67,37,scattered clouds
1701,1.276,0.0,0.0,None,2021-12-08 21:00:00,8.57,6.5,8.34,10.11,1025,93,3.5,53,broken clouds
1702,0.0,0.512,0.0,None,2021-12-08 22:00:00,9.03,6.74,8.43,10.11,1025,92,4.15,99,overcast clouds
1703,0.0,0.502,0.0,None,2021-12-08 23:00:00,9.16,7.35,8.43,11.72,1025,92,3.27,100,overcast clouds
1704,0.0,0.423,0.0,None,2021-12-09 00:00:00,9.55,8.07,8.43,9.59,1025,92,2.83,97,overcast clouds
1705,0.0,0.511,0.0,None,2021-12-09 01:00:00,9.66,8.03,8.43,11.72,1025,92,3.12,98,overcast clouds
1706,0.0,0.345,0.0,None,2021-12-09 02:00:00,9.57,8.25,8.99,9.79,1025,93,2.59,100,overcast clouds
1707,0.0,0.315,0.0,None,2021-12-09 03:00:00,9.57,8.48,8.99,9.59,1025,93,2.27,100,overcast clouds
1708,0.0,0.277,0.0,None,2021-12-09 04:00:00,10.22,9.75,9.79,11.72,1025,94,3.22,100,overcast clouds
1709,0.0,0.282,0.0,None,2021-12-09 05:00:00,10.76,10.35,9.54,12.72,1025,94,4.19,99,light rain
1710,0.0,0.29,0.0,None,2021-12-09 06:00:00,11.24,10.87,10.66,11.45,1025,94,4.6,100,light rain
1711,0.0,1.395,0.0,None,2021-12-09 07:00:00,11.24,10.87,10.66,11.26,1025,94,5.47,100,light rain
1712,0.388,0.0,0.01,None,2021-12-09 08:00:00,11.26,10.9,10.57,11.72,1026,94,5.34,99,light rain
1713,0.216,0.0,0.074,None,2021-12-09 09:00:00,11.29,10.93,10.1,12.72,1026,94,5.42,98,light rain
1714,0.087,0.0,0.192,Low,2021-12-09 10:00:00,11.83,11.52,10.66,12.72,1027,94,5.07,95,light rain
1715,0.111,0.0,0.163,Low,2021-12-09 11:00:00,11.85,11.55,11.21,12.72,1027,94,5.92,99,light rain
1716,0.355,0.0,0.21,Low,2021-12-09 12:00:00,12.38,12.13,12.32,12.89,1027,94,5.36,99,light rain
1717,0.019,0.0,0.265,Low,2021-12-09 13:00:00,11.89,11.59,11.82,12.89,1026,94,5.56,98,light rain
1718,0.182,0.0,0.133,None,2021-12-09 14:00:00,12.39,12.14,12.32,12.89,1026,94,5.19,100,light rain
1719,0.295,0.0,0.052,None,2021-12-09 15:00:00,11.85,11.55,11.82,12.89,1026,94,5.13,99,light rain
1720,0.959,0.0,0.008,None,2021-12-09 16:00:00,11.89,11.59,11.82,12.89,1026,94,3.88,99,light rain
1721,1.099,0.0,0.0,None,2021-12-09 17:00:00,11.88,11.58,11.68,12.72,1026,94,3.49,100,light rain
1722,1.122,0.0,0.0,None,2021-12-09 18:00:00,11.86,11.56,11.12,12.72,1026,94,3.68,97,light rain
1723,1.003,0.0,0.0,None,2021-12-09 19:00:00,11.79,11.48,11.12,12.01,1026,94,3.76,97,light rain
1724,1.049,0.0,0.0,None,2021-12-09 20:00:00,11.79,11.48,11.12,12.01,1026,94,3.66,98,light rain
1725,1.032,0.0,0.0,None,2021-12-09 21:00:00,11.79,11.48,11.12,12.01,1026,94,3.84,91,overcast clouds
1726,0.0,0.591,0.0,None,2021-12-09 22:00:00,11.8,11.49,11.21,12.01,1026,94,4.09,89,overcast clouds
1727,0.0,0.625,0.0,None,2021-12-09 23:00:00,11.81,11.5,11.12,12.01,1026,94,3.21,100,overcast clouds
1728,0.0,0.456,0.0,None,2021-12-10 00:00:00,11.82,11.51,10.66,12.72,1025,94,3.51,100,light rain
1729,0.0,0.446,0.0,None,2021-12-10 01:00:00,11.88,11.58,10.66,13.72,1025,94,3.77,100,light rain
1730,0.0,0.444,0.0,None,2021-12-10 02:00:00,12.38,12.13,12.23,12.72,1024,94,3.69,100,light rain
1731,0.0,0.45,0.0,None,2021-12-10 03:00:00,12.37,12.12,11.77,13.12,1024,94,3.82,100,light rain
1732,0.0,0.397,0.0,None,2021-12-10 04:00:00,12.88,12.68,11.77,13.12,1023,94,4.0,100,light rain
1733,0.0,0.362,0.0,None,2021-12-10 05:00:00,12.88,12.68,11.77,13.12,1023,94,4.38,100,light rain
1734,0.0,0.281,0.0,None,2021-12-10 06:00:00,12.88,12.68,11.77,13.68,1023,94,4.59,100,light rain
1735,0.0,1.187,0.0,None,2021-12-10 07:00:00,12.92,12.72,12.72,13.68,1023,94,4.95,100,light rain
1736,0.352,0.0,0.003,None,2021-12-10 08:00:00,13.45,13.31,12.32,13.72,1023,94,5.5,100,light rain
1737,0.258,0.0,0.025,None,2021-12-10 09:00:00,13.49,13.35,13.34,14.23,1024,94,5.72,100,light rain
1738,0.253,0.0,0.035,None,2021-12-10 10:00:00,13.98,13.89,12.88,14.79,1024,94,5.34,98,light rain
1739,0.0,0.0,0.293,High,2021-12-10 11:00:00,13.98,13.89,12.88,14.79,1025,94,4.78,96,light rain
1740,0.024,0.0,0.265,High,2021-12-10 12:00:00,13.47,13.33,12.88,14.23,1025,94,4.86,89,overcast clouds
1741,0.0,0.0,0.286,High,2021-12-10 13:00:00,13.48,13.23,13.34,13.72,1025,90,4.3,71,broken clouds
1742,0.035,0.0,0.238,Medium,2021-12-10 14:00:00,14.53,14.21,13.34,14.59,1025,83,4.17,80,broken clouds
1743,0.287,0.0,0.122,None,2021-12-10 15:00:00,14.52,14.14,13.72,14.59,1025,81,4.07,90,overcast clouds
1744,0.762,0.0,0.027,None,2021-12-10 16:00:00,14.02,13.57,13.68,14.04,1025,80,3.18,92,overcast clouds
1745,0.342,0.0,0.0,None,2021-12-10 17:00:00,12.92,12.38,12.72,13.44,1025,81,2.02,88,overcast clouds
1746,0.391,0.0,0.0,None,2021-12-10 18:00:00,12.38,11.87,12.23,12.89,1026,84,2.26,36,scattered clouds
1747,0.416,0.0,0.0,None,2021-12-10 19:00:00,11.81,11.32,10.9,12.33,1026,87,2.28,30,scattered clouds
1748,0.326,0.0,0.0,None,2021-12-10 20:00:00,11.24,10.69,9.79,11.78,1027,87,1.88,22,few clouds
1749,0.315,0.0,0.0,None,2021-12-10 21:00:00,11.68,11.23,9.72,11.82,1027,89,1.65,26,scattered clouds
1750,0.0,0.383,0.0,None,2021-12-10 22:00:00,11.11,10.6,8.72,11.78,1027,89,1.62,6,sky is clear
1751,0.0,0.371,0.0,None,2021-12-10 23:00:00,10.58,10.02,8.72,11.22,1027,89,1.17,21,few clouds
1752,0.0,0.467,0.0,None,2021-12-11 00:00:00,10.05,9.51,8.72,10.15,1027,92,0.52,30,scattered clouds
1753,0.0,0.49,0.0,None,2021-12-11 01:00:00,9.99,9.99,7.72,10.15,1027,92,0.44,83,broken clouds
1754,0.0,0.347,0.0,None,2021-12-11 02:00:00,9.96,9.96,7.72,10.15,1027,92,0.45,99,overcast clouds
1755,0.0,0.241,0.0,None,2021-12-11 03:00:00,10.56,10.07,7.88,10.7,1027,92,0.33,98,overcast clouds
1756,0.0,0.23,0.0,None,2021-12-11 04:00:00,10.58,10.12,8.43,10.7,1027,93,0.21,98,overcast clouds
1757,0.0,0.228,0.0,None,2021-12-11 05:00:00,10.58,10.12,8.34,10.7,1027,93,0.3,98,overcast clouds
1758,0.0,0.279,0.0,None,2021-12-11 06:00:00,10.07,9.56,8.43,10.34,1027,93,0.31,99,overcast clouds
1759,0.0,0.238,0.0,None,2021-12-11 07:00:00,10.58,10.15,8.43,10.7,1027,94,0.24,99,overcast clouds
1760,0.536,0.0,0.021,None,2021-12-11 08:00:00,10.69,10.27,9.45,10.72,1027,94,0.57,98,overcast clouds
1761,1.09,0.0,0.102,None,2021-12-11 09:00:00,10.69,10.27,10.01,10.9,1027,94,0.77,99,overcast clouds
1762,1.623,0.0,0.16,None,2021-12-11 10:00:00,11.73,11.41,9.54,11.82,1028,94,0.45,98,overcast clouds
1763,1.022,0.0,0.233,None,2021-12-11 11:00:00,11.83,11.52,10.66,13.12,1028,94,0.24,94,overcast clouds
1764,0.215,0.0,0.24,None,2021-12-11 12:00:00,12.42,12.17,11.77,13.72,1028,94,0.55,97,overcast clouds
1765,0.174,0.0,0.192,None,2021-12-11 13:00:00,14.05,13.68,12.79,14.72,1027,83,1.18,98,overcast clouds
1766,0.286,0.0,0.146,None,2021-12-11 14:00:00,14.18,13.82,13.43,14.79,1027,83,1.65,97,overcast clouds
1767,0.278,0.0,0.118,None,2021-12-11 15:00:00,13.47,13.3,12.72,14.79,1026,93,1.94,100,overcast clouds
1768,0.416,0.0,0.023,None,2021-12-11 16:00:00,12.96,12.74,12.72,14.79,1026,93,1.9,100,overcast clouds
1769,1.222,0.0,0.0,None,2021-12-11 17:00:00,13.47,13.27,12.79,13.68,1026,92,1.7,100,overcast clouds
1770,0.372,0.0,0.0,None,2021-12-11 18:00:00,12.9,12.62,12.01,12.93,1026,91,1.72,87,overcast clouds
1771,0.304,0.0,0.0,None,2021-12-11 19:00:00,12.8,12.46,10.72,12.93,1026,89,1.68,65,broken clouds
1772,0.295,0.0,0.0,None,2021-12-11 20:00:00,12.35,11.99,10.34,12.37,1026,90,1.75,62,broken clouds
1773,0.38,0.0,0.0,None,2021-12-11 21:00:00,11.66,11.28,8.72,11.82,1026,92,2.02,64,broken clouds
1774,0.0,0.527,0.0,None,2021-12-11 22:00:00,11.13,10.73,8.72,11.26,1026,93,2.02,44,scattered clouds
1775,0.0,1.316,0.0,None,2021-12-11 23:00:00,10.55,10.09,7.72,11.22,1026,93,1.93,27,scattered clouds
1776,0.0,0.549,0.0,None,2021-12-12 00:00:00,10.49,10.02,6.72,11.22,1026,93,1.69,20,few clouds
1777,0.0,0.302,0.0,None,2021-12-12 01:00:00,10.08,9.57,7.72,10.15,1026,93,1.81,0,sky is clear
1778,0.0,0.292,0.0,None,2021-12-12 02:00:00,10.07,9.59,7.72,10.15,1026,94,2.19,100,overcast clouds
1779,0.0,0.292,0.0,None,2021-12-12 03:00:00,9.51,8.27,6.72,9.59,1025,94,2.46,100,overcast clouds
1780,0.0,0.32,0.0,None,2021-12-12 04:00:00,10.54,9.84,5.72,10.7,1025,84,2.59,100,overcast clouds
1781,0.0,0.399,0.0,None,2021-12-12 05:00:00,10.54,9.79,5.72,10.7,1025,82,2.95,100,overcast clouds
1782,0.0,0.298,0.0,None,2021-12-12 06:00:00,10.03,9.28,6.72,10.15,1025,84,3.0,100,overcast clouds
1783,0.0,0.78,0.0,None,2021-12-12 07:00:00,7.04,4.97,4.72,8.34,1025,95,2.98,100,overcast clouds
1784,0.201,0.0,0.068,None,2021-12-12 08:00:00,6.91,4.84,5.72,7.39,1025,94,2.94,100,overcast clouds
1785,0.177,0.0,0.438,Medium,2021-12-12 09:00:00,7.75,5.95,7.72,10.57,1026,93,2.79,99,overcast clouds
1786,0.966,0.0,0.656,Medium,2021-12-12 10:00:00,14.43,13.86,8.72,14.59,1026,74,2.27,79,broken clouds
1787,0.944,0.0,0.858,None,2021-12-12 11:00:00,15.09,14.59,12.33,15.15,1026,74,1.97,36,scattered clouds
1788,1.45,0.0,0.88,None,2021-12-12 12:00:00,15.68,15.24,14.45,16.21,1025,74,1.96,24,few clouds
1789,0.587,0.0,0.721,Low,2021-12-12 13:00:00,16.82,16.52,16.12,16.82,1025,75,2.28,32,scattered clouds
1790,0.0,0.0,0.544,Medium,2021-12-12 14:00:00,16.82,16.52,16.45,17.33,1024,75,2.45,38,scattered clouds
1791,0.235,0.0,0.332,None,2021-12-12 15:00:00,16.78,16.52,15.66,17.01,1023,77,2.31,30,scattered clouds
1792,0.736,0.0,0.013,None,2021-12-12 16:00:00,16.24,15.98,15.66,17.01,1023,79,1.39,23,few clouds
1793,1.254,0.0,0.0,None,2021-12-12 17:00:00,15.67,15.41,14.45,15.9,1024,81,2.42,14,few clouds
1794,0.741,0.0,0.0,None,2021-12-12 18:00:00,14.53,14.18,12.79,14.59,1023,82,2.25,18,few clouds
1795,1.684,0.0,0.0,None,2021-12-12 19:00:00,13.31,12.84,10.72,13.48,1024,82,2.15,12,few clouds
1796,0.662,0.0,0.0,None,2021-12-12 20:00:00,13.34,12.87,10.67,13.48,1024,82,2.52,7,sky is clear
1797,0.449,0.0,0.0,None,2021-12-12 21:00:00,12.79,12.27,10.34,12.93,1023,82,2.87,5,sky is clear
1798,0.0,0.387,0.0,None,2021-12-12 22:00:00,12.26,11.71,9.79,12.37,1023,83,2.97,21,few clouds
1799,0.0,1.102,0.0,None,2021-12-12 23:00:00,11.76,11.18,9.23,11.82,1023,84,3.14,38,scattered clouds
1800,0.0,1.071,0.0,None,2021-12-13 00:00:00,11.26,10.63,10.01,11.72,1023,84,3.26,43,scattered clouds
1801,0.0,0.329,0.0,None,2021-12-13 01:00:00,11.26,10.63,10.57,11.72,1022,84,3.33,52,broken clouds
1802,0.0,0.314,0.0,None,2021-12-13 02:00:00,11.24,10.59,10.57,11.26,1022,83,3.34,62,broken clouds
1803,0.0,0.327,0.0,None,2021-12-13 03:00:00,11.24,10.59,10.57,11.26,1022,83,3.52,77,broken clouds
1804,0.0,0.28,0.0,None,2021-12-13 04:00:00,11.24,10.59,10.01,11.26,1022,83,3.65,83,broken clouds
1805,0.0,0.276,0.0,None,2021-12-13 05:00:00,11.78,11.13,10.57,11.82,1021,81,3.79,92,overcast clouds
1806,0.0,0.288,0.0,None,2021-12-13 06:00:00,11.26,10.56,10.01,11.72,1022,81,3.83,95,overcast clouds
1807,0.0,1.319,0.0,None,2021-12-13 07:00:00,11.77,11.09,9.55,11.82,1022,80,3.81,92,overcast clouds
1808,0.636,0.0,0.143,Low,2021-12-13 08:00:00,11.77,11.09,9.55,11.82,1022,80,3.64,88,overcast clouds
1809,0.0,0.0,0.276,Medium,2021-12-13 09:00:00,11.8,11.12,10.1,11.82,1023,80,3.66,61,broken clouds
1810,0.0,0.0,0.27,High,2021-12-13 10:00:00,12.91,12.27,11.77,12.93,1023,77,3.38,32,scattered clouds
1811,0.0,0.0,0.275,High,2021-12-13 11:00:00,14.58,14.03,13.9,14.72,1023,74,3.13,13,few clouds
1812,0.0,0.0,0.277,High,2021-12-13 12:00:00,15.73,15.32,15.01,16.72,1022,75,2.65,17,few clouds
1813,0.0,0.0,0.284,High,2021-12-13 13:00:00,16.26,15.77,15.57,16.26,1022,70,2.17,11,few clouds
1814,0.0,0.0,0.275,High,2021-12-13 14:00:00,16.26,15.77,15.9,16.78,1022,70,2.06,3,sky is clear
1815,0.034,0.0,0.24,Medium,2021-12-13 15:00:00,15.8,15.26,15.66,17.72,1021,70,1.9,2,sky is clear
1816,0.275,0.0,0.013,None,2021-12-13 16:00:00,15.15,14.65,15.01,15.67,1022,74,1.27,2,sky is clear
1817,1.248,0.0,0.0,None,2021-12-13 17:00:00,13.11,12.51,12.79,15.72,1022,78,2.28,8,sky is clear
1818,0.38,0.0,0.0,None,2021-12-13 18:00:00,12.45,11.81,11.45,13.72,1022,79,2.07,10,sky is clear
1819,0.582,0.0,0.0,None,2021-12-13 19:00:00,11.92,11.28,10.34,13.72,1023,81,2.29,7,sky is clear
1820,1.256,0.0,0.0,None,2021-12-13 20:00:00,11.84,11.22,11.12,12.72,1023,82,2.61,4,sky is clear
1821,0.461,0.0,0.0,None,2021-12-13 21:00:00,11.81,11.19,11.12,11.82,1023,82,2.79,7,sky is clear
1822,0.0,0.599,0.0,None,2021-12-13 22:00:00,11.81,11.19,11.12,11.82,1024,82,2.96,29,scattered clouds
1823,0.0,0.474,0.0,None,2021-12-13 23:00:00,11.81,11.19,11.12,11.82,1024,82,3.27,75,broken clouds
1824,0.0,0.422,0.0,None,2021-12-14 00:00:00,11.26,10.58,10.66,11.78,1024,82,3.46,77,broken clouds
1825,0.0,0.305,0.0,None,2021-12-14 01:00:00,11.8,11.12,10.57,11.82,1024,80,3.49,44,scattered clouds
1826,0.0,0.278,0.0,None,2021-12-14 02:00:00,11.26,10.56,10.57,11.72,1024,81,3.58,21,few clouds
1827,0.0,0.271,0.0,None,2021-12-14 03:00:00,11.26,10.56,10.1,11.72,1024,81,3.6,7,sky is clear
1828,0.0,0.281,0.0,None,2021-12-14 04:00:00,10.69,9.93,10.01,10.72,1024,81,3.65,9,sky is clear
1829,0.0,0.29,0.0,None,2021-12-14 05:00:00,10.69,9.9,9.54,10.72,1024,80,3.72,11,few clouds
1830,0.0,0.289,0.0,None,2021-12-14 06:00:00,10.69,9.85,9.54,10.72,1024,78,3.72,18,few clouds
1831,0.0,1.045,0.0,None,2021-12-14 07:00:00,10.69,9.85,9.54,10.72,1025,78,3.68,17,few clouds
1832,0.35,0.0,0.144,Low,2021-12-14 08:00:00,10.69,9.83,9.54,10.72,1025,77,3.59,23,few clouds
1833,0.15,0.0,0.403,Medium,2021-12-14 09:00:00,11.79,10.93,9.54,11.82,1026,73,3.94,16,few clouds
1834,0.0,0.0,0.277,High,2021-12-14 10:00:00,12.9,12.1,11.12,12.93,1026,71,3.53,4,sky is clear
1835,0.0,0.0,0.281,High,2021-12-14 11:00:00,13.48,12.71,12.23,13.72,1026,70,3.05,1,sky is clear
1836,0.0,0.0,0.292,High,2021-12-14 12:00:00,14.58,13.9,13.34,14.72,1026,69,2.86,0,sky is clear
1837,0.0,0.0,0.29,High,2021-12-14 13:00:00,14.62,13.91,14.45,15.72,1025,68,2.95,0,sky is clear
1838,0.0,0.0,0.284,High,2021-12-14 14:00:00,15.71,14.93,14.45,16.72,1024,61,2.84,0,sky is clear
1839,0.033,0.0,0.252,Medium,2021-12-14 15:00:00,15.22,14.39,14.55,16.72,1024,61,2.59,1,sky is clear
1840,0.261,0.0,0.011,None,2021-12-14 16:00:00,14.61,13.69,13.43,15.72,1024,60,1.68,0,sky is clear
1841,0.294,0.0,0.0,None,2021-12-14 17:00:00,13.47,12.57,12.88,13.72,1024,65,2.34,0,sky is clear
1842,0.366,0.0,0.0,None,2021-12-14 18:00:00,12.87,11.94,11.12,12.93,1025,66,2.2,0,sky is clear
1843,0.475,0.0,0.0,None,2021-12-14 19:00:00,11.5,10.93,10.34,11.78,1025,85,2.23,0,sky is clear
1844,0.87,0.0,0.0,None,2021-12-14 20:00:00,10.79,10.2,9.23,11.22,1024,87,2.47,2,sky is clear
1845,0.474,0.0,0.0,None,2021-12-14 21:00:00,11.53,10.98,8.12,11.78,1025,86,2.52,15,few clouds
1846,0.0,0.551,0.0,None,2021-12-14 22:00:00,10.73,10.08,10.66,11.78,1025,85,2.75,8,sky is clear
1847,0.0,0.438,0.0,None,2021-12-14 23:00:00,10.89,10.23,10.72,11.22,1025,84,2.79,17,few clouds
1848,0.0,0.281,0.0,None,2021-12-15 00:00:00,10.04,9.29,9.72,10.67,1024,84,2.81,30,scattered clouds
1849,0.0,0.3,0.0,None,2021-12-15 01:00:00,9.34,7.82,8.72,11.68,1024,84,2.83,54,broken clouds
1850,0.0,0.296,0.0,None,2021-12-15 02:00:00,10.19,9.43,9.72,11.21,1024,83,2.79,70,broken clouds
1851,0.0,0.296,0.0,None,2021-12-15 03:00:00,10.19,9.46,9.72,11.21,1024,84,2.76,68,broken clouds
1852,0.0,0.297,0.0,None,2021-12-15 04:00:00,7.11,5.23,5.72,11.68,1024,84,2.72,29,scattered clouds
1853,0.0,0.279,0.0,None,2021-12-15 05:00:00,6.6,4.63,4.72,11.12,1023,85,2.71,0,sky is clear
1854,0.0,0.349,0.0,None,2021-12-15 06:00:00,7.29,5.52,5.72,11.12,1024,85,2.63,0,sky is clear
1855,0.0,1.669,0.0,None,2021-12-15 07:00:00,8.48,6.93,7.72,10.1,1024,86,2.63,0,sky is clear
1856,0.483,0.0,0.135,None,2021-12-15 08:00:00,4.99,2.73,2.72,10.01,1024,87,2.69,0,sky is clear
1857,0.0,0.0,0.29,None,2021-12-15 09:00:00,6.66,4.42,5.72,10.57,1024,84,3.12,17,few clouds
1858,0.0,0.0,0.291,None,2021-12-15 10:00:00,10.07,9.12,9.72,11.78,1025,76,3.05,11,few clouds
1859,0.0,0.0,0.297,None,2021-12-15 11:00:00,17.22,16.15,13.43,17.37,1025,44,2.53,10,sky is clear
1860,0.0,0.0,0.286,None,2021-12-15 12:00:00,17.31,16.32,15.66,17.37,1024,47,2.09,0,sky is clear
1861,0.0,0.0,0.277,None,2021-12-15 13:00:00,17.35,16.5,16.68,17.37,1023,52,1.75,0,sky is clear
1862,0.0,0.0,0.28,None,2021-12-15 14:00:00,17.92,16.97,17.32,17.93,1023,46,1.54,0,sky is clear
1863,0.017,0.0,0.271,None,2021-12-15 15:00:00,18.34,17.3,16.72,18.48,1023,41,1.42,0,sky is clear
1864,0.272,0.0,0.013,None,2021-12-15 16:00:00,18.29,17.22,15.72,18.48,1023,40,1.64,0,sky is clear
1865,0.306,0.0,0.0,None,2021-12-15 17:00:00,14.91,14.23,13.72,16.22,1023,68,2.57,0,sky is clear
1866,0.965,0.0,0.0,None,2021-12-15 18:00:00,12.31,11.5,9.72,15.11,1023,73,2.56,1,sky is clear
1867,0.819,0.0,0.0,None,2021-12-15 19:00:00,10.93,10.19,8.72,14.0,1023,81,2.58,16,few clouds
1868,0.789,0.0,0.0,None,2021-12-15 20:00:00,11.43,10.77,10.72,12.89,1023,82,2.39,27,scattered clouds
1869,0.727,0.0,0.0,None,2021-12-15 21:00:00,9.64,8.47,7.72,13.34,1024,83,2.4,43,scattered clouds
1870,0.0,0.709,0.0,None,2021-12-15 22:00:00,10.29,9.41,9.72,11.78,1024,78,2.58,78,broken clouds
1871,0.0,0.448,0.0,None,2021-12-15 23:00:00,12.06,11.33,10.66,13.34,1024,77,2.57,66,broken clouds
1872,0.0,0.519,0.0,None,2021-12-16 00:00:00,11.56,10.76,11.21,13.34,1024,76,2.54,26,scattered clouds
1873,0.0,0.412,0.0,None,2021-12-16 01:00:00,11.74,10.98,11.68,11.77,1024,77,2.55,15,few clouds
1874,0.0,0.334,0.0,None,2021-12-16 02:00:00,8.83,7.38,7.72,12.23,1024,78,2.58,1,sky is clear
1875,0.0,0.301,0.0,None,2021-12-16 03:00:00,8.32,6.74,6.72,12.79,1024,79,2.63,1,sky is clear
1876,0.0,0.298,0.0,None,2021-12-16 04:00:00,12.07,11.37,10.66,12.79,1024,78,2.68,2,sky is clear
1877,0.0,0.28,0.0,None,2021-12-16 05:00:00,6.67,4.73,6.29,11.77,1024,78,2.7,4,sky is clear
1878,0.0,0.266,0.0,None,2021-12-16 06:00:00,9.69,8.3,8.72,12.23,1024,77,2.73,0,sky is clear
1879,0.0,0.985,0.0,None,2021-12-16 07:00:00,6.13,4.04,5.83,10.66,1024,77,2.76,0,sky is clear
1880,0.643,0.0,0.158,None,2021-12-16 08:00:00,9.38,7.93,8.72,11.78,1024,77,2.74,0,sky is clear
1881,0.835,0.0,0.565,None,2021-12-16 09:00:00,10.92,10.03,10.72,12.79,1024,75,3.06,10,sky is clear
1882,0.392,0.0,0.597,Medium,2021-12-16 10:00:00,13.3,12.54,12.32,14.0,1025,71,2.86,5,sky is clear
1883,0.0,0.0,0.246,High,2021-12-16 11:00:00,16.76,15.64,14.54,16.82,1025,44,2.17,2,sky is clear
1884,0.0,0.0,0.246,High,2021-12-16 12:00:00,17.33,16.22,15.66,17.37,1024,42,1.75,12,few clouds
1885,0.0,0.0,0.232,High,2021-12-16 13:00:00,17.91,16.91,16.68,17.93,1024,44,1.48,25,scattered clouds
1886,0.038,0.0,0.358,Medium,2021-12-16 14:00:00,17.94,16.94,16.45,18.72,1023,44,1.22,14,few clouds
1887,0.201,0.0,0.235,Medium,2021-12-16 15:00:00,17.88,16.79,16.77,19.23,1023,41,0.62,0,sky is clear
1888,0.244,0.0,0.014,None,2021-12-16 16:00:00,17.88,16.79,16.22,18.12,1023,41,0.48,0,sky is clear
1889,0.281,0.0,0.0,None,2021-12-16 17:00:00,13.0,12.03,11.72,16.12,1023,64,0.54,0,sky is clear
1890,0.298,0.0,0.0,None,2021-12-16 18:00:00,11.13,10.2,8.72,14.79,1023,73,1.52,0,sky is clear
1891,0.372,0.0,0.0,None,2021-12-16 19:00:00,10.53,9.7,8.72,13.68,1024,79,2.32,19,few clouds
1892,0.435,0.0,0.0,None,2021-12-16 20:00:00,9.34,8.32,6.72,13.68,1024,84,2.13,21,few clouds
1893,0.434,0.0,0.0,None,2021-12-16 21:00:00,10.26,9.48,8.72,13.12,1024,82,1.91,18,few clouds
1894,0.0,0.469,0.0,None,2021-12-16 22:00:00,10.31,9.51,9.72,13.12,1024,81,2.08,18,few clouds
1895,0.0,0.308,0.0,None,2021-12-16 23:00:00,10.61,9.84,10.1,12.57,1025,81,1.99,21,few clouds
1896,0.0,0.313,0.0,None,2021-12-17 00:00:00,10.41,9.65,10.01,12.57,1025,82,2.0,14,few clouds
1897,0.0,0.32,0.0,None,2021-12-17 01:00:00,10.05,9.28,8.99,12.57,1025,83,2.08,1,sky is clear
1898,0.0,0.32,0.0,None,2021-12-17 02:00:00,8.1,6.73,7.72,13.12,1025,80,2.29,0,sky is clear
1899,0.0,0.337,0.0,None,2021-12-17 03:00:00,7.86,6.33,7.72,12.57,1025,79,2.45,0,sky is clear
1900,0.0,0.734,0.0,None,2021-12-17 04:00:00,9.38,8.07,7.32,10.9,1025,79,2.53,0,sky is clear
1901,0.0,0.269,0.0,None,2021-12-17 05:00:00,7.5,5.77,6.77,9.45,1025,82,2.62,0,sky is clear
